head,tail,sentence,time,head_code,tail_code,label,relation,src
比亚迪,长城汽车,港股汽车股走低，小鹏汽车跌超6%，理想汽车跌超4%，比亚迪股份、长城汽车、吉利汽车跟跌,2021-12-02 09:23:00,002594.SZ,601633.SH,0,同跌,10jqka
比亚迪,长城汽车,港股新能源汽车板块走高，理想汽车涨超5%，小鹏汽车涨近4%，恒大汽车、比亚迪股份、长城汽车涨近2%,2022-02-07 09:26:00,002594.SZ,601633.SH,1,同涨,yuncaijing
比亚迪,中国银行,公告显示，吕向阳质押股份占比亚迪总股本的0.01%，质押用途为运营需求，质押时间为2021年11月23日至2026年12月31日，质权人为中国银行股份有限公司广州东山支行,2021-11-25 23:15:25,002594.SZ,601988,0,未知Unknown,eastmoney
中公教育,全通教育,教育板块异动拉升，开元教育涨超7%，中公教育、全通教育、豆神教育跟涨,2021-12-09 13:10:16,002607.SZ,300359.SZ,1,同涨,10jqka
牧原股份,双汇发展,云财经讯，牧原股份：与双汇发展签订战略合作框架协议，以生猪购销为依托，通过完善产业链、提升价值链、打通供应链，提高产品质量、效益和市场竞争力，实现共同高质量发展,2022-01-03 16:47:17,002714.SZ,000895.SZ,1,合作,10jqka
牧原股份,招商证券,云财经讯，12月3日电，牧原股份在互动平台上上，公司近日关注到，招商证券工作人员杨某在股票交流群中，发布与本公司相关的不实言论,2021-12-03 09:08:41,002714.SZ,600999.SH,1,纠纷,yuncaijing
*ST索菱,*ST赫美,连板股中有七成为ST股，如ST宏图、ST凯乐、*ST索菱、*ST长动、*ST赫美、*ST实达、*ST济堂等,2021-12-06 17:40:26,002766.SZ,002356.SZ,1,同行,10jqka
文科园林,白云山,云财经讯，12月14日电，文科园林公告，公司与公司全资子公司青岛文科组成的投标联合体于近期参与了白云山荒山绿化工程(设计施工总承包)1标段的公开投标,2021-12-14 21:25:33,002775.SZ,600332.SH,0,供应,yuncaijing
微光股份,亿利达,云财经讯，微光股份(002801)12月7日晚间公告，公司全资子公司微光技术拟参与竞拍亿利达(002686)公开挂牌转让的浙江马尔风机有限公司（简称“浙江马尔”）51%股权，该部分股权起拍价9435万元,2021-12-07 16:52:41,002801.SZ,002686.SZ,1,未知Unknown,10jqka
路畅科技,中联重科,云财经讯，路畅科技：控股股东拟向中联重科转让29.99%股份，转让价款总额为7.8亿元，同时控股股东自愿放弃所持全部剩余股份的表决权；本次交易完成后，中联重科将成为公司单一拥有表决权份额最大的股东，即成为公司的控股股东,2022-02-07 18:07:04,002813.SZ,000157.SZ,0,被增持,eastmoney
路畅科技,中联重科,路畅科技一字涨停，中联重科A股高开2.07%，消息面上，路畅科技控股股东拟向中联重科转让29.99%股份，转让价款总额为7.8亿元，同时控股股东自愿放弃所持全部剩余股份的表决权；本次交易完成后，中联重科将成为公司单一拥有表决权份额最大的股东，...,2022-02-08 09:26:00,002813.SZ,000157.SZ,1,同涨,10jqka
德赛西威,中科创达,我们预计随着自动驾驶渗透率的快速提升，将有一批TIER1厂商核心受益，重点推荐汽车智能化核心标的德赛西威、中科创达，建议关注光庭信息，一级市场公司地平线、福瑞泰克等,2021-12-30 08:30:13,002920.SZ,300496.SZ,1,同行,yuncaijing
天奥电子,中电科,云财经讯，天奥电子：控股股东中国电子科技集团公司第十研究所拟将其持有的本公司2.60%股份无偿划转给中电科投资控股有限公司持有,2021-12-14 20:14:17,002935.SZ,600877.SH,0,被投资,eastmoney
华林证券,中原证券,不过，一些中小券商如华林证券、国联证券和中原证券则走出独立行情，背后有着科技金融和业绩表现突出等诸多原因,2022-02-24 06:45:26,002945.SZ,601375.SH,1,同行,eastmoney
华林证券,中原证券,不过，一些中小券商如华林证券、国联证券和中原证券则走出独立行情，背后有着科技金融和业绩表现突出等诸多原因,2022-02-24 06:45:26,002945.SZ,601375.SH,0,同行,10jqka
华阳国际,中望软件,【华阳国际：拟与中望软件共同设立合资公司】2月17日晚间，华阳国际公告称，公司与中望软件于当日签订《关于成立合资公司之合资协议》，拟共同出资设立合资公司，开展“国产BIM(建筑信息模型)产品研发和软件销售”业务,2022-02-17 20:23:35,002949.SZ,688083,1,合作,eastmoney
彩虹集团,苏宁易购,【彩虹集团：近日就与苏宁采购中心、苏宁易购票据纠纷一案向法院提起诉讼】彩虹集团公告，近日就与苏宁采购中心、苏宁易购票据纠纷一案向江苏省南京市中级人民法院提起诉讼，请求判令二被告向原告支付票据款项3671万元及利息,2021-11-22 11:53:58,3023,002024.SZ,1,纠纷,yuncaijing
彩虹集团,苏宁易购,彩虹集团公告，近日就与苏宁采购中心、苏宁易购票据纠纷一案向江苏省南京市中级人民法院提起诉讼，请求判令二被告向原告支付票据款项3671万元及利息,2021-11-22 11:54:00,3023,002024.SZ,0,纠纷,eastmoney
传智教育,昂立教育,教育板块午后持续低迷，开元教育跌超6%，传智教育、昂立教育、学大教育跟跌,2021-11-26 14:01:00,3032,600661.SH,1,同跌,eastmoney
神州泰岳,中国神华,【神州泰岳入选中国神华国际工程有限公司供应商库】日前，在中国神华国际工程有限公司组织的信息公司2022年-2023年咨询、实施、运维、信息安全技术服务商集中资格预审项目中，北京神州泰岳软件股份有限公司被确定为资格合格的供应商,2021-12-24 18:51:34,300002.SZ,601088.SH,1,供应,yuncaijing
亿纬锂能,法拉电子,这两只基金的重仓股亿纬锂能两日累计跌幅近10%，另一只重仓股法拉电子两日累计跌幅更是超17%,2022-01-05 20:25:46,300014.SZ,600563.SH,1,同跌,10jqka
大禹节水,江苏国信,【大禹节水：联合体中标12亿元农村生活污水治理EPC项目】大禹节水1月23日晚间公告，控股子公司杭州设计院与江苏国信建设有限公司、沛县兴田建设有限责任公司、中国能源建设集团广东火电工程有限公司组成联合体取得沛县农村生活污水治理2021年EPC项目中标结果公示，项目金额约12.04亿元,2022-01-23 16:47:21,300021.SZ,002608.SZ,1,合作,10jqka
天源迪科,神思电子,指数早盘走势分化，沪指涨近1%，鸿蒙概念、煤炭、电力等多板块活跃，数字货币板块冲高回落，天源迪科、神思电子触及涨停，新冠检测、医疗器械、中药等多数医药股大幅下挫，三市个股跌多涨少，炸板率中性，赚钱效应较弱,2022-01-18 11:30:00,300047.SZ,300479.SZ,1,同涨,eastmoney
中能电气,国电电力,中能电气公告，公司分别与国电电力福建新能源、国电投江西电力新能源分公司签订合作框架协议，公司与协议签订方拟在清洁能源产业领域积极开展广泛合作,2021-12-21 17:21:00,300062.SZ,600795.SH,1,合作,yuncaijing
碧水源,中交地产,此前，碧水源已通过专业竞标，成为中交地产指定的国产净水品牌供应商,2021-12-23 17:57:12,300070,000736.SZ,1,供应,eastmoney
三聚环保,紫金矿业,云财经讯，12月10日，三聚环保、福州大学、紫金矿业在福州举行绿色能源重大产业项目战略合作签约仪式，创建国内首家“氨-氢能源重大产业创新平台”,2021-12-13 15:22:10,300072.SZ,601899.SH,1,合作,10jqka
三聚环保,紫金矿业,12月10日，三聚环保、福州大学、紫金矿业在福州举行绿色能源重大产业项目战略合作签约仪式，创建国内首家“氨-氢能源重大产业创新平台”,2021-12-13 15:23:00,300072.SZ,601899.SH,0,合作,10jqka
三聚环保,紫金矿业,【三聚环保：拟以专利技术参股设立氢能科技公司】三聚环保(300072)1月4日晚间公告，公司与福州大学、紫金矿业、罗宇签订《出资协议书》，共同投资设立福大紫金氢能科技股份有限公司,2022-01-04 22:15:15,300072.SZ,601899.SH,1,合作,eastmoney
当升科技,容百科技,云财经讯，1月28日电，在旺盛市场需求下，国内多家锂电正极材料上市公司业绩报喜，当升科技、容百科技等纷纷预计业绩翻倍,2022-01-28 03:07:40,300073.SZ,688005.SH,1,同行,yuncaijing
当升科技,容百科技,在旺盛市场需求下，国内多家锂电正极材料上市公司业绩报喜，当升科技、容百科技等纷纷预计业绩翻倍,2022-01-28 03:09:00,300073.SZ,688005.SH,0,同行,eastmoney
长信科技,蓝思科技,推荐标的长信科技(300088)、蓝思科技(300433),2021-12-24 07:56:20,300088.SZ,300433.SZ,1,同行,eastmoney
长盈精密,宁德时代,云财经讯，12月5日，记者从长盈精密获悉，在宁德时代总部举行的第三季度供应商质量评选中，公司被授予2021年第三季度供应商质量优秀奖,2021-12-05 22:16:28,300115.SZ,300750.SZ,1,供应,10jqka
长盈精密,宁德时代,【长盈精密：大力布局和发展新能源零组件】12月5日，记者从长盈精密获悉，在宁德时代总部举行的第三季度供应商质量评选中，公司被授予2021年第三季度供应商质量优秀奖,2021-12-05 22:27:15,300115.SZ,300750.SZ,0,供应,eastmoney
汇川技术,双星新材,汇川技术最受关注，参与调研的机构达到661家；双星新材被109家机构调研，榜单中排名第二,2021-12-09 09:15:06,300124.SZ,002585.SZ,1,未知Unknown,10jqka
新国都,中信证券,新国都今日涨19.7%，成交额7.15亿元，换手率17.57%，盘后龙虎榜数据显示，中信证券杭州延安路净买入830.47万元，2家机构专用席位净卖出1268.82万元,2021-11-26 16:26:00,300130.SZ,600030.SH,1,同涨,yuncaijing
东富龙,拱东医疗,在其带动下，东富龙也下跌超10%，拱东医疗跌停,2022-01-04 18:43:37,300171.SZ,605369,1,同跌,10jqka
元力股份,金龙鱼,元力股份公告，公司拟与金龙鱼在上海市设立“元力益海嘉里（上海）循环技术有限公司主要从事以稻壳、稻壳灰为基础原料，加工制造水玻璃、活性炭、热能（以审批机关和登记机关批准的为准）,2021-12-01 16:13:00,300174.SZ,300999,1,合作,yuncaijing
欣旺达,中能电气,【欣旺达：子公司与中能绿慧签署《合作框架协议》】欣旺达公告，全资子公司深圳市欣旺达综合能源与中能电气全资子公司中能绿慧已于近日签订《合作框架协议》，未来双方拟在光伏发电和储能及综合能源服务等业务进行深度合作,2022-01-20 20:42:50,300207.SZ,300062.SZ,1,合作,eastmoney
欣旺达,中能电气,【欣旺达与中能电气签署战略合作协议】欣旺达全资子公司深圳市欣旺达综合能源服务有限公司与中能电气股份有限公司全资子公司中能绿慧新能源有限公司于近日签订《合作框架协议》,2022-01-21 13:09:20,300207.SZ,300062.SZ,1,合作,yuncaijing
东方电热,合盛硅业,云财经讯，东方电热(300217)2月8日晚间公告，公司全资子公司东方瑞吉及镇江东方与新疆中部合盛硅业分别签署了《买卖合同》,2022-02-08 17:16:22,300217.SZ,603260.SH,1,合作,10jqka
拓尔思,蓝色光标,云财经讯，拓尔思：与蓝色光标签订战略合作框架协议，大力推动双方在元宇宙领域的相关业务开拓，打造具有自主“灵魂”的数字虚拟人,2022-02-24 18:16:20,300229.SZ,300058.SZ,1,合作,eastmoney
拓尔思,蓝色光标,拓尔思公告，公司与蓝色光标在北京签订了《战略合作框架协议》,2022-02-24 18:18:00,300229.SZ,300058.SZ,0,合作,10jqka
迪安诊断,九安医疗,云财经讯，迪安诊断(300244)表示，子公司迪安生物抗原新冠检测和九安医疗的产品一样，目前产能超过50万人份/天；现阶段还在分析美国FDA注册事项的阶段,2022-01-30 14:21:01,300244.SZ,002432.SZ,0,未知Unknown,10jqka
初灵信息,中嘉博创,指数午后走势分化，沪指、深成指临近收盘小幅回升，辅助生殖、教育、数字货币等多板块持续活跃，算力概念全天大涨，初灵信息、中嘉博创等多股触及涨停，磷化工、贵金属板块走势较弱，金属新材料板块跌幅居前，三市个股涨多跌少，涨停股超百家，...,2022-02-21 15:00:00,300250.SZ,000889.SZ,1,同涨,10jqka
兴源环境,新希望,云财经讯，兴源环境(300266)1月25日晚间公告，近日，公司与浙江省商业集团、新希望集团签订了《战略合作协议》,2022-01-25 20:47:37,300266.SZ,876,1,合作,eastmoney
利亚德,京东方,其中，开幕式地屏是全世界最大的LED屏幕，面积约11500平米，该地屏最终由利亚德与京东方共同承制，利亚德提供7000多平方米（地屏正中央部分）,2022-02-15 09:54:11,300296.SZ,000725.SZ,1,合作,eastmoney
利亚德,京东方,其中，开幕式地屏是全世界最大的LED屏幕，面积约11500平米，该地屏最终由利亚德与京东方共同承制，利亚德提供7000多平方米（地屏正中央部分）,2022-02-15 09:54:11,300296.SZ,000725.SZ,0,合作,yuncaijing
利亚德,京东方,其中，开幕式地屏是全世界最大的LED屏幕，面积约11500平米，该地屏最终由利亚德与京东方共同承制，利亚德提供7000多平方米(地屏正中央部分),2022-02-15 09:56:02,300296.SZ,000725.SZ,0,合作,10jqka
联创股份,宁德时代,联创股份公告，公司与宁德时代于12月11日签订了《合作框架协议》，约定在协议有效期内，宁德时代向公司采购锂电池级PVDF和R142b产品,2021-12-12 16:37:00,300343.SZ,300750.SZ,1,合作,10jqka
联创股份,宁德时代,云财经讯，联创股份就与宁德时代签订合作框架协议的情况表示，框架没有就PVDF的价格和数量进行约定，因为目前我们PVDF还没有开始正式供货,2021-12-14 09:21:14,300343.SZ,300750.SZ,1,合作,eastmoney
泰格医药,药明康德,港股生物医药板块普跌，歌礼制药跌超9%，腾盛博药跌超7%，贝康医疗跌近4%，药明巨诺跌超3%，泰格医药跌近3%，药明康德、药明生物跟跌,2022-01-07 10:38:21,300347.SZ,603259.SH,1,同跌,10jqka
恒华科技,荣盛发展,【恒华科技：子公司梦工坊与荣盛发展签署战略协议】近日，恒华科技全资子公司天津梦工坊与荣盛房地产发展股份有限公司签订战略合作协议，主要围绕荣盛发展所持物业中央空调系统双碳节能开展合作，并以此为基点，将在建筑节能、建筑碳中和、碳交易等领域建立长期战略合作关系,2022-02-15 13:37:34,300365.SZ,002146.SZ,1,合作,eastmoney
恒华科技,荣盛发展,【恒华科技：子公司梦工坊与荣盛发展签署战略协议】近日，恒华科技全资子公司天津梦工坊与荣盛房地产发展股份有限公司签订战略合作协议，主要围绕荣盛发展所持物业中央空调系统双碳节能开展合作，并以此为基点，将在建筑节能、建筑碳中和、碳交易等领域建立长期战略合作关系,2022-02-15 13:37:34,300365.SZ,002146.SZ,0,合作,10jqka
光环新网,中国电信,云财经讯，近日，北京光环新网科技股份有限公司与中国电信股份有限公司湖南分公司在长沙签署了《湖南电信光环新网合作机房共建合作协议》,2022-01-07 17:20:06,300383.SZ,601728,1,合作,10jqka
迪瑞医疗,九安医疗,新冠检测板块持续走强，迪瑞医疗、九安医疗等涨停，安旭生物、济南高新跟涨,2022-01-20 09:52:00,300396.SZ,002432.SZ,1,同涨,yuncaijing
天和防务,奥维通信,指数午后开盘跳水，创业板指一度跌超3%，临近收盘小幅回升，油气开采、贵金属等多数资源股午后延续强势，国防军工午后冲高回落，天和防务、奥维通信触及涨停，数字货币、东数西算、元宇宙等多数题材股成杀跌主力，三市个股超3900家个股下跌，亏...,2022-02-24 15:00:00,300397.SZ,002231.SZ,1,同涨,eastmoney
道氏技术,比亚迪,云财经讯，道氏技术表示，碳材料业务主要客户包括深圳市比亚迪供应链管理有限公司等主流电池企业，多家优质客户正在不断拓展中,2022-02-24 21:59:16,300409.SZ,002594.SZ,0,未知Unknown,eastmoney
航新科技,安达维尔,国防军工板块持续走强，航新科技涨近12%，航亚科技、成飞集成、安达维尔跟涨,2021-12-03 09:48:00,300424.SZ,300719.SZ,1,同涨,yuncaijing
中泰股份,大众公用,燃气板块持续拉升，中泰股份触及涨停，大众公用、凯添燃气、九丰能源跟涨,2021-11-18 09:34:00,300435.SZ,600635.SH,1,同涨,eastmoney
广生堂,药明康德,【广生堂：控股子公司与上海药明康德合作开发抗新冠病毒小分子口服药】广生堂午间公告，12月23日，董事会同意公司控股子公司广生中霖与上海药明康德就用于新冠病毒感染治疗的一类新药研发项目口服小分子3-CL（3C-like）蛋白酶抑制剂签订《合作开发合同书》,2021-12-24 11:56:55,300436.SZ,603259.SH,1,合作,eastmoney
广生堂,药明康德,广生堂午后直线拉升封板（20.01%），封单超10万手，公司公告称与药明康德签订抗新型冠状病毒小分子口服药3CL蛋白酶抑制剂合作开发合同书,2021-12-24 13:05:00,300436.SZ,603259.SH,0,合作,10jqka
新元科技,中国电信,【新元科技：中国电信江西分公司云和大数据中心项目对公司IDC业务的后续应用推广起到积极作用】新元科技在互动平台表示，公司与中国电信江西分公司共建的中国电信江西分公司云和大数据中心项目顺利履行将有利于扩大公司在数据中心行业的市场份额和影响力，驱动公司数据中心业务的增长，提高公司IDC项目的竞争力，并对公司IDC业务的后续应用推广起到积极作用，增加新的利润增长点，提升公司整体效益,2022-02-21 13:42:01,300472.SZ,601728,1,合作,10jqka
景嘉微,国科微,景嘉微领跌，收盘跌幅8.83%，总市值376.25亿元；国科微跌幅2.78%，总市值285.02亿元,2022-01-11 20:42:02,300474.SZ,300672.SZ,1,同跌,eastmoney
万孚生物,迈瑞医疗,云财经讯，日前，万孚生物与迈瑞医疗签订技术合作伙伴战略合作协议,2021-11-27 11:10:56,300482.SZ,300760.SZ,1,合作,eastmoney
海顺新材,九安医疗,【海顺新材：公司为九安医疗提供软包装类产品】海顺新材在互动平台表示，公司为艾康生物提供软包装和硬包装类产品，为九安医疗提供软包装类产品,2022-01-19 15:20:52,300501.SZ,002432.SZ,1,供应,10jqka
辰安科技,中国电信,【辰安科技中标湖北省应急管理信息化建设项目—应急指挥信息系统】近期，辰安科技联合中国电信充分发挥协同效应，中标“湖北省应急管理信息化建设项目-应急指挥信息系统”，金额1088.26万元,2022-02-08 17:39:30,300523.SZ,601728,1,合作,eastmoney
联得装备,京东方,云财经讯，联得装备：中标京东方重庆第六代AMOLED（柔性）生产线项目，中标设备为真空贴合设备Laminator(D-Lami)，中标价格1.3亿元,2022-02-09 15:40:18,300545.SZ,000725.SZ,1,供应,eastmoney
博创科技,天通股份,云财经讯，博创科技(300548)12月13日晚间公告，持股5.91%的股东天通股份(600330)计划自公告披露之日起十五个交易日后的六个月内以集中竞价、大宗交易方式减持公司股份不超过347.43万股（占公司总股本比例的2%），减持期间自2022年1月6日至2022年7月5日,2021-12-13 19:12:41,300548.SZ,600330.SH,0,被增持,10jqka
会畅通讯,佳创视讯,元宇宙概念持续走高，会畅通讯涨超17%，佳创视讯、金马游乐、天下秀跟涨,2021-12-14 09:39:00,300578.SZ,300264.SZ,1,同涨,eastmoney
欧普康视,口子窖,连续下跌方面，截至今日收盘，共有96只个股连跌6日及以上，其中欧普康视、口子窖等连跌天数居前,2022-01-11 23:16:25,300595.SZ,603589.SH,1,同跌,yuncaijing
飞荣达,宁德时代,飞荣达公告，公司拟与宁德时代签署合作协议，宁德时代预计向公司采购金额约为36亿元，合作期限为2022年至2026年期间，实际采购金额以实际下达的订单为准,2021-11-30 20:12:00,300602.SZ,300750.SZ,1,合作,10jqka
飞荣达,宁德时代,【飞荣达：宁德时代预计向公司采购金额约为36亿元】飞荣达11月30日晚间公告，与宁德时代签署合作协议，宁德时代预计向公司采购金额约为36亿元，合作期限为2022年至2026年期间,2021-11-30 20:16:22,300602.SZ,300750.SZ,0,合作,10jqka
金太阳,比亚迪,企查查App显示，近日，福建金石能源有限公司发生工商变更，原股东泉州市金太阳电子科技有限公司退出，新增股东比亚迪等，同时注册资本由1.9亿增加到2.14亿,2022-01-29 17:55:00,300606.SZ,002594.SZ,0,未知Unknown,eastmoney
民德电子,中国银行,民德电子：与中国银行深圳南头支行签署全面战略合作协议,2021-12-10 19:46:00,300656.SZ,601988,1,合作,eastmoney
英搏尔,天桥起重,英搏尔：股东天桥起重拟减持不超过3%,2021-11-22 19:54:00,300681.SZ,002523.SZ,1,被减持,eastmoney
赛意信息,小熊电器,赛意信息官微消息，赛意信息自2015年与小熊电器确定战略合作伙伴关系，近七年时间助力小熊电器成功上线多套数字化系统，并通过系统间无缝集成和深化应用全面革新企业的管理模式,2021-12-30 21:27:00,300687.SZ,002959.SZ,1,合作,eastmoney
越博动力,比亚迪,【越博动力与比亚迪弗迪动力达成战略合作意向】11月25日，越博动力董事长兼总经理李占江、新能源汽车研究院执行院长任钢、供应链总监魏新君等一行赶赴深圳，与比亚迪集团高级副总裁、弗迪动力有限公司董事长罗红斌及电机、电控等部门负责人等就新能源汽车动力系统相关事宜进行合作交流,2021-11-25 16:08:53,300742.SZ,002594.SZ,1,合作,10jqka
宁德时代,西藏矿业,该战略合作协议签订的主体是中国宝武集团，后续如何落实宝武集团与宁德时代签订的战略合作协议，还需西藏矿业与宁德时代做进一步的逐步沟通、协商，甚至签订相关具有法律约束力的协议，因为我们认为集团战略合作协议的落实还存在很大的不确定性，暂时不会对公司生产经营产生影响，因此公司认为该事项不构成重大信息，所以没有对外进行披露,2021-11-25 16:08:56,300750.SZ,000762.SZ,1,合作,10jqka
宁德时代,比亚迪,近年最火赛道——新能源板块上午再次陷入调整，宁德时代、比亚迪等龙头再次大跌，拖累板块和市场表现,2021-12-24 12:35:21,300750.SZ,002594.SZ,1,同跌,eastmoney
宁德时代,比亚迪,【宁德时代的敌人们】抢食者纷纷浮出水面，最大的抢食者，当属比亚迪,2022-01-12 14:56:20,300750.SZ,002594.SZ,0,同行,yuncaijing
宁德时代,恩捷股份,问及与宁德时代的合作，恩捷股份也表示，将与之成立平台公司从事干法及湿法隔膜业务,2021-11-23 15:47:46,300750.SZ,002812.SZ,1,合作,yuncaijing
宁德时代,亿纬锂能,市场消息：宁德时代、亿纬锂能、比克电池今年将投入量产特斯拉4680电池,2022-02-14 11:33:00,300750.SZ,300014.SZ,1,同行,yuncaijing
宁德时代,阳光电源,新能源赛道大跌，万亿龙头宁德时代大跌超过4%，阳光电源大跌超过6%,2021-12-20 12:52:34,300750.SZ,300274.SZ,1,同跌,10jqka
宁德时代,泰格医药,创业板指跌幅扩大至1%，沪指跌0.46%；宁德时代、泰格医药表现较差,2022-02-21 10:53:59,300750.SZ,300347.SZ,1,同跌,eastmoney
宁德时代,贵州茅台,【837.30元！机构持续调高新能源龙头股目标价】宁德时代周一刚刚创下了历史新高，市值已跃居A股第二，仅次于贵州茅台,2021-11-25 07:42:33,300750.SZ,600519.SH,0,同行,eastmoney
宁德时代,贵州茅台,年内热点题材层出不穷，年初至今盐湖提锂板块涨88%、碳中和板块涨近60%、元宇宙概念涨41%，市场焦点股宁德时代全年大涨68%，贵州茅台全...,2021-12-31 15:00:00,300750.SZ,600519.SH,1,同涨,eastmoney
宁德时代,海通证券,云财经讯，宁德时代今日出现8.367亿元平价大宗交易，成交价每股569.13元，海通证券上海余姚路卖出，机构接盘,2022-01-20 16:27:40,300750.SZ,600837.SH,1,被减持,eastmoney
宁德时代,上海临港,2月19日，宁德时代上海临港产业项目（瑞庭电池基地项目、智能科技项目）正式开工，并将在一年内建成投产,2022-02-19 17:16:00,300750.SZ,600848.SH,0,供应,eastmoney
宁德时代,上海临港,2021年8月，宁德时代与上海临港签订合作协议，拟投资28亿元，项目将依托宁德时代全球领先的极限制造体系和全球灯塔工厂的建设经验，在临港新片区打造绿色、高效智能工厂，优化新能源产业布局，同时还将围绕里程焦虑、快充等行业痛点展开技术攻坚，实现行业关键技术升级,2022-02-20 11:06:05,300750.SZ,600848.SH,1,合作,10jqka
宁德时代,光大证券,云财经讯，12月14日，宁德时代出现4234.94万元大宗交易，一笔平价（每股651.01元）成交4.25万股，一笔溢价（每股658.36元）成交2.23万股，机构卖出，接盘方为机构和光大证券青岛香港西路,2021-12-14 16:40:54,300750.SZ,601788.SH,0,未知Unknown,yuncaijing
宁德时代,药明康德,【行情】沪指小幅下跌，创业板指跌幅扩大至3%，宁德时代跌逾6%，药明康德跌停,2022-02-08 10:15:36,300750.SZ,603259.SH,1,同跌,eastmoney
德方纳米,宁德时代,【德方纳米：与宁德时代向曲靖麟铁共同增资9亿元】德方纳米公告，经公司与宁德时代友好协商，双方决定对曲靖麟铁共同增资人民币9亿元，双方具体增资情况为公司出资人民币5.4亿元；宁德时代出资人民币3.6亿元,2021-12-27 21:43:52,300769.SZ,300750.SZ,1,合作,yuncaijing
德方纳米,宁德时代,德方纳米公告，经公司与宁德时代友好协商，双方决定对控股子公司曲靖麟铁共同增资人民币9亿元，双方具体增资情况为公司出资人民币5.4亿元；宁德时代出资人民币3.6亿元,2021-12-27 21:45:00,300769.SZ,300750.SZ,1,合作,eastmoney
天迈科技,比亚迪,【天迈科技：公司与比亚迪合作主要集中在公共交通领域】天迈科技在投资者互动平台表示，公司与比亚迪合作主要集中在公共交通领域，公司向比亚迪销售公交车用车载设备,2022-01-18 15:21:43,300807.SZ,002594.SZ,1,合作,yuncaijing
首都在线,依米康,市场涌现出了一批“三连板”个股，更有首都在线、依米康连续“20CM”涨停，三日涨幅超过70%,2022-02-23 08:11:56,300846,300249.SZ,1,同涨,yuncaijing
首都在线,奥飞数据,受“东数西算”工程正式全面启动消息影响，A股大数据板块领涨，大数据ETF涨超3%，首都在线、奥飞数据等多只成分股涨超10%,2022-02-21 10:51:00,300846,300738.SZ,1,同涨,yuncaijing
首都在线,南凌科技,指数早盘弱势震荡，创业板指跌近1%，通信服务、教育、数字货币等多板块活跃，算力概念逆势走强，首都在线、南凌科技20cm涨停，稀土永磁、磷化工板块走弱，CRO概念跌幅居前，三市个股涨多跌少，炸板率低，赚钱效应一般,2022-02-21 11:30:00,300846,300921,1,同涨,yuncaijing
卡倍亿,贵州燃气,【“真香”引发“真卷”！可转债打新户数破1100万】28日，卡倍亿和贵州燃气公告显示，卡倍转债和贵燃转债打新户数双双突破1100万户，其中贵燃转债申购户数高达1119万户，这也是可转债改革以来，可转债打新的最高参与户数,2021-12-28 13:10:41,300863,600903.SH,1,同行,eastmoney
中伟股份,当升科技,中伟股份：与当升科技签署《战略合作框架协议》，共同开展印尼红土镍矿综合开发利用，首期拟合作建设年产6万金吨镍产品产线；在贵州投资总产能规划建设不低于30万吨/年磷酸铁、磷酸铁锂及相关磷资源开发、磷化工配套项目；同时就动力电池用高镍NCM前驱体、高镍NCA前驱体、四氧化三钴、富锂锰基前驱体等产品建立长期供销关系，未来3年产品供需量达20-30万吨,2021-11-30 19:53:07,300919,300073.SZ,1,合作,eastmoney
百洋医药,上海谊众,云财经讯，百洋医药：与上海谊众签署市场推广服务协议，上海谊众委托公司就注射用紫杉醇聚合物胶束提供产品推广服务,2022-02-13 16:21:29,301015,688091,0,合作,10jqka
百洋医药,上海谊众,百洋医药2月13日晚间公告，公司与上海谊众签署市场推广服务协议，上海谊众委托百洋医药在合作范围内就协议产品（即“注射用紫杉醇聚合物胶束”）提供产品推广服务，协议有效期至2025年12月31日止,2022-02-13 18:02:00,301015,688091,1,合作,10jqka
密封科技,宇通客车,云财经讯，密封科技(301020)2月15日在互动平台表示，公司目前在新能源领域已经与重庆金康、宇通客车新能源、理想新晨、一汽新能源等公司进行积极洽谈，并与部分客户签署了合作协议，但目前整体占比较小,2022-02-15 14:50:59,301020,600066.SH,1,合作,10jqka
华能国际,大唐发电,电力股上涨，华能国际电力涨8.4%，中国电力涨4.85%，大唐发电涨3.88%,2021-12-08 12:08:52,600011,601991.SH,1,同涨,10jqka
华能国际,大唐发电,港股电力股拉升，华能国际电力股份涨近7%，大唐发电涨近4%，新天绿色能源涨超3%，华润电力涨近3%,2021-12-21 11:37:00,600011,601991.SH,1,同涨,10jqka
华能国际,大唐发电,港股电力股集体下挫，华能国际电力(00902.HK)跌近3%，中国电力(02380.HK)跌1.85%，华润电力(00836.HK)跌1.69%，大唐发电(00991.HK)跌0.65%,2022-02-11 09:54:47,600011,601991.SH,1,同跌,10jqka
上港集团,连云港,上港集团将与连云港集团强化互动联动，在业务融合、市场结合、资源聚合中吸引更多货源、做大港口体量，进一步增强辐射带动能力,2022-01-18 17:56:32,600018.SH,601008.SH,1,合作,10jqka
上港集团,连云港,上港集团将与连云港集团强化互动联动，在业务融合、市场结合、资源聚合中吸引更多货源、做大港口体量，进一步增强辐射带动能力,2022-01-18 17:56:32,600018.SH,601008.SH,0,合作,10jqka
上海电力,长江电力,上海电力公告，股东长江电力减持2.41%股份，减持后持股比例为7.56%,2021-12-31 17:17:00,600021.SH,600900.SH,1,被减持,10jqka
中远海能,中国外运,港股海运板块走高，中远海能涨超4%，中国外运涨近4%，东方海外国际、太平洋航运涨近3%,2021-12-09 13:03:00,600026.SH,601598.SH,1,同涨,10jqka
