,head,tail,relation,sentence,time,head_code,tail_code
464,比亚迪,广汽集团,同涨,港股汽车股普涨，恒大汽车涨4.28%，小鹏汽车、理想汽车涨3.6%，东风集团股份涨3%，北京汽车涨2.6%，比亚迪股份涨2.25%，广汽集团涨2%，五菱汽车涨1.78%，吉利汽车涨0.45%,2021-12-07 09:59:20,002594.SZ,601238.SH
465,怡亚通,保龄宝,未知Unknown,公司预计全年实现净利润增幅中值为1090.29%；怡亚通、保龄宝预计全年净利润同比增幅中值分别为329.36%、301.11%，增幅位列第二、第三,2021-12-27 09:13:49,002183.SZ,002286.SZ
466,工商银行,上海电力,未知Unknown,上海数据交易所成立当天，受理挂牌和完成挂牌的数据产品约100个，涉及金融、交通、通信等八大类，达成了部分首单交易，包括工商银行和上海电力达成交易的“企业电智绘”数据产品以及民用海图服务产品等,2021-11-25 09:35:42,601398.SH,600021.SH
467,怡达股份,西藏珠峰,未知Unknown,公司预计全年实现净利润增幅中值为7169.15%；怡达股份、西藏珠峰预计全年净利润同比增幅中值分别为3577.68%、2515.73%,2022-01-10 09:49:40,300721.SZ,600338.SH
468,中公教育,全通教育,同涨,教育板块异动拉升，开元教育涨超7%，中公教育、全通教育、豆神教育跟涨,2021-12-09 13:10:16,002607.SZ,300359.SZ
469,亚光科技,天通股份,未知Unknown,亚光科技：持股5.22%的天通股份拟清仓减持,2021-12-13 19:20:00,300123.SZ,600330.SH
470,以岭药业,锡业股份,未知Unknown,近五日机构净买入前三名分别是以岭药业、锡业股份、抚顺特钢,2022-01-17 10:19:29,002603.SZ,000960.SZ
471,五矿稀土,中国铝业,未知Unknown,五矿稀土公告，经国务院国资委研究并报国务院批准，同意中国铝业集团有限公司、中国五矿、赣州市人民政府等进行相关稀土资产的战略性重组，新设由国务院国资委控股的新公司，中铝集团持有的中国稀有稀土股份有限公司的股权，中国五矿所属企业持...,2021-12-22 18:53:00,000831.SZ,601600.SH
472,日海智能,波导股份,合作,日前，日海智能和波导股份达成了战略合作签约，日海智能集团CEO杨涛出席了本次签约仪式,2022-01-06 11:13:00,002313.SZ,600130.SH
473,宁德时代,亿纬锂能,被投资,日前，小鹏汽车在接受机构调研时表示，宁德时代价格涨幅太大，为应对成本上涨带来的压力，未来会逐渐将宁德时代动力电池替换为中航锂电的电池，亿纬锂能的铁锂电池也会继续使用，主要匹配低配车型,2022-01-30 12:43:00,300750.SZ,300014.SZ
474,百大集团,杭州银行,投资,云财经讯，百大集团：预计2021年净利润1.02亿元-1.6亿元，同比下降 46%-66%，本次业绩预减主要是公司持有的杭州银行股票股价波动导致的公允价值变动损失增加以及权益投资的分红金额较上年同期减少所导致,2022-01-21 18:43:01,600865.SH,600926.SH
475,北方稀土,金力永磁,未知Unknown,建议关注北方稀土、金力永磁等,2022-01-07 09:33:56,600111.SH,300748.SZ
476,北方稀土,五矿稀土,未知Unknown,12月7日，中国北方稀土（集团）高科技股份有限公司相关人士表示，五矿稀土牵头整合的是南方的稀土资源，和北方地区的稀土资源没有关系,2021-12-08 01:38:28,600111.SH,000831.SZ
477,冰轮环境,伟星股份,未知Unknown,冰轮环境、伟星股份均被机构调研3次,2022-01-11 09:45:09,000811.SZ,002003.SZ
478,光大银行,上海银行,同行,记者从人民银行广州分行、人民银行深圳市中心支行、香港金管局获悉，光大银行、创兴银行、厦门国际银行珠海分行、大新银行、上海银行、华侨永亨银行（中国）深圳分行、富邦华一银行、集友银行入围,2022-01-27 22:16:01,601818.SH,601229.SH
479,长春高新,安科生物,未知Unknown,其中，申报粉针剂型（注射用人生长激素）的企业有长春高新子公司金赛药业、安科生物、中山未名海济、上海联合赛尔四家；业内最为关注的水针剂型（重组人生长激素注射液）仅有跨国企业诺和诺德一家申报，长春高新、安科生物双双弃标,2022-02-24 08:28:39,000661.SZ,300009.SZ
480,晨鸣纸业,博汇纸业,未知Unknown,晨鸣纸业、博汇纸业紧跟其后，相继发布涨价通知,2021-12-31 06:59:52,000488.SZ,600966.SH
481,冀东水泥,金隅集团,被增持,云财经讯，12月14日电，冀东水泥公告，公司已完成向金隅集团非公开发行10.66亿股股份事项,2021-12-14 19:35:45,000401.SZ,601992.SH
482,皖天然气,深圳能源,投资,云财经讯，皖天然气：成功摘牌深圳能源燃气投资控股有限公司通过增资释放不超过45%股权项目中的10%股权，摘牌价格为8.39亿元,2022-01-14 15:37:00,603689.SH,000027.SZ
483,协和电子,泛亚微透,合作,【协和电子：拟参设合资公司 投建氢燃料电池质子交换膜项目】协和电子公告，公司拟与江苏泛亚微透科技股份有限公司、江苏拓邦投资有限公司等累计21家机构及个人共同发起设立合资公司“江苏源氢新能源科技股份有限公司”，投资建设氢燃料电池质子交换膜项目,2022-01-05 17:07:04,605258,688386
484,中国石油,中国石化,未知Unknown,中国石油化工股份上交所公告称，12月1日，公司控股股东中国石化集团的境外全资子公司盛骏公司在二级市场增持了公司H股3500万股，约占公司已发行总股份的0.03%,2021-12-01 18:28:00,601857,600028.SH
485,嘉凯城,中信证券,未知Unknown,嘉凯城公告，公司持股5%以上股东广州凯隆与中信证券开展股票质押式回购交易业务，该业务已到期且债务未偿还完毕，广州凯隆所持公司股份存在因平仓导致被动减持的风险，拟计划通过集中竞价交易、大宗交易等方式减持公司股份合计不超过1.08亿股（...,2021-12-29 20:08:00,000918.SZ,600030.SH
486,卫士通,世纪华通,合作,【卫士通：与世纪华通孙公司签订1.2亿元合同】卫士通(002268)1月12日晚间披露与世纪华通战略合作进展公告，近日，卫士通与世纪华通孙公司盛趣公司签署《个人信息安全合规服务项目委托服务合同》，卫士通将为盛趣公司提供个人信息安全合规服务，保障盛趣公司能够建立并维持个人信息安全合规体系，服务期限为三年，合同总金额1.2亿元(含税),2022-01-12 19:35:13,002268.SZ,002602.SZ
487,东方电热,合盛硅业,未知Unknown,【东方电热：签订4.26亿元买卖合同】东方电热(300217)2月8日晚间公告，公司全资子公司东方瑞吉及镇江东方与新疆中部合盛硅业分别签署了《买卖合同》,2022-02-08 17:18:02,300217.SZ,603260.SH
488,海通证券,国新能源,未知Unknown,【海通证券：碳酸锂价格加速上涨，相关上市公司或值得重新关注】海通证券表示，随着我国新能源行业的快速发展，通过盐湖提锂技术，提升国内市场锂资源份额，降低中国锂盐原料的对外依存度是大概率事件,2022-01-10 20:32:15,600837.SH,600617.SH
489,五粮液,泸州老窖,同跌,五粮液、泸州老窖等股价也出现下跌,2022-01-09 10:02:29,000858.SZ,000568.SZ
490,深圳瑞捷,广联达,合作,云财经讯，深圳瑞捷(300977)11月17日晚间公告，11月16日，公司与广联达(002410)签订了《战略合作框架协议》，出于双方长远发展战略考虑，携手就国内建筑行业材料领域相关业务及产品开展合作,2021-11-17 15:48:54,300977,002410.SZ
491,中国铝业,江西铜业,同跌,港股矿业板块走低，五矿资源、中国铝业跌超4%，江西铜业股份等跟跌,2022-02-15 09:40:00,601600.SH,600362.SH
492,焦作万方,东兴证券,未知Unknown,【焦作万方收关注函：要求东兴证券说明决定终止定增事项的合规性】焦作万方(000612)收到深交所关注函,2021-12-07 19:03:55,000612.SZ,601198.SH
493,亿纬锂能,广州发展,未知Unknown,【亿纬锂能：公司及控股股东亿纬控股拟5亿元共同参与认购广州发展定增】亿纬锂能公告，公司及控股股东亿纬控股拟以5亿元共同参与认购广州发展非公开发行股票，对公司开拓能源互联网产业链及储能产业布局有着积极意义,2021-12-10 20:17:08,300014.SZ,600098.SH
494,中信证券,立讯精密,未知Unknown,中信证券指出，立讯精密公司成长路径清晰，初期以连接线贯穿PC、消费电子、通讯、汽车领域，立足消费电子主业同时前瞻汽车、通讯等新业务,2021-11-24 08:44:00,600030.SH,002475.SZ
495,吉大通信,中国联通,供应,【吉大通信：预中标中国移动和中国联通集中采购项目】吉大通信公告，全资子公司长邮通信预中标中国移动、中国联通合计9406.28万元集中采购项目,2021-12-15 19:44:38,300597.SZ,600050.SH
496,东方航空,南方航空,同行,云财经讯，12月28日电，民航局昨日再发熔断指令，对中国国际航空公司CA912航班（斯德哥尔摩至西安）、东方航空公司MU588航班（纽约至上海）、南方航空公司CZ8140航班（伊斯兰堡至武汉）、厦门航空公司MF830航班（洛杉矶至厦门）实施熔断措施,2021-12-28 08:34:26,600115.SH,600029.SH
497,中远海控,中远海能,同涨,港股海运板块普涨，中远海控涨近4%，东方海外国际涨近3%，海丰国际、中远海能跟涨,2021-12-10 11:38:00,601919.SH,600026.SH
498,药明康德,康龙化成,同跌,医药股下跌，药明康德跌6.21%，康龙化成跌3.98%，药明生物跌2.69%,2022-01-19 12:09:23,603259.SH,300759.SZ
499,赣锋锂业,福耀玻璃,同跌,港股特斯拉概念股持续走低，恒大汽车(00708.HK)跌5.67%，力劲科技(00558.HK)跌4.58%，亿和控股(00838.HK)跌2.2%，赣锋锂业(01772.HK)跌1.8%，福耀玻璃(03606.HK)跌1.6%，耐世特(01316.HK)跌0.64%,2021-12-30 13:59:10,002460.SZ,600660.SH
500,海南高速,海汽集团,未知Unknown,云财经讯，海南高速(000886)2月16日晚间公告，公司拟以集中竞价方式或大宗交易方式出售海汽集团股票不超过948万股（占海汽集团总股本的3%）,2022-02-16 17:44:13,000886.SZ,603069.SH
501,中瓷电子,中电科,未知Unknown,中瓷电子：控股股东十三所拟将其持有的本公司3.34%股份无偿划转给中电科投资控股有限公司持有,2022-01-07 20:28:27,3031,600877.SH
502,联创股份,宁德时代,供应,云财经讯，联创股份(300343)表示，锂电级PVDF给宁德时代及主要厂商都已多次送样，产品还在验证中，等待结果，预计还需要1个月左右时间,2021-12-14 08:49:46,300343.SZ,300750.SZ
503,三维股份,中国电建,未知Unknown,【三维股份：合营企业中标1.12亿元轨道板采购项目】三维股份公告，合营企业四川三维中标《中国电建市政建设集团有限公司成都轨道交通19号线二期轨道工程预制轨道板采购项目》，预计中标金额1.12亿元,2022-01-03 16:18:43,603033.SH,601669.SH
504,ST天润,国泰君安,未知Unknown,ST天润公告，无锡天乐润点投资合伙企业（有限合伙）（简称“天乐润点”）所持公司股份8160万股（占公司总股本5.4%）已被司法强制划转至国泰君安证券指定账户，导致被动减持,2021-11-26 16:59:00,002113.SZ,601211.SH
505,宁德时代,立讯精密,未知Unknown,【北向资金大调仓！2021年最后一周加仓“宁王”超13亿元，减仓3500亿市值果链龙头超8亿元】上周北向资金对948只股票的持股数增加，对679只股票进行了减仓，其中对宁德时代加仓金额最大，对立讯精密减仓金额最大,2022-01-03 09:52:34,300750.SZ,002475.SZ
506,美盛文化,东方国信,未知Unknown,与此同时，近五个交易日登陆沪深两市的龙虎榜个股中，营业部净买入较大的个股有拓新药业、美盛文化、东方国信,2022-01-20 10:04:25,002699.SZ,300166.SZ
507,复洁环保,苏美达,未知Unknown,【复洁环保：签署4.11亿元销售合同】复洁环保公告，公司近日与江苏苏美达成套设备工程有限公司签署了《竹园污水处理厂四期工程ZYSQ2.7标（污泥处理地块工艺设备采购及伴随服务）设备采购合同》，合同金额为人民币4.11亿元（含税）,2021-12-22 18:59:17,688335,600710.SH
508,江西铜业,紫金矿业,同涨,港股有色金属板块延续昨日涨势，中国有色矿业涨近8%，五矿资源涨超5%，江西铜业股份、中国宏桥涨超4%，紫金矿业涨超3%,2022-02-10 09:39:46,600362.SH,601899.SH
509,广生堂,药明康德,合作,【广生堂：控股子公司与上海药明康德合作开发抗新冠病毒小分子口服药】广生堂午间公告，12月23日，董事会同意公司控股子公司广生中霖与上海药明康德就用于新冠病毒感染治疗的一类新药研发项目口服小分子3-CL（3C-like）蛋白酶抑制剂签订《合作开发合同书》,2021-12-24 11:56:55,300436.SZ,603259.SH
510,同仁堂,太极集团,未知Unknown,近期，同仁堂的安宫牛黄丸、太极集团的藿香正气口服液等出厂价格上调，引发市场对于品牌中药提价能力的关注,2022-01-04 08:38:39,600085.SH,600129.SH
511,国民技术,农业银行,合作,国民技术官微消息，1月20日，国民技术股份有限公司与中国农业银行股份有限公司深圳市分行在深圳联合发布了业界首个基于数字人民币硬件钱包的智慧租住创新应用成果,2022-01-21 09:46:00,300077.SZ,601288.SH
512,天津港,北方国际,未知Unknown,【天津港年集装箱吞吐量首次突破2000万标准箱】12月18日上午，天津港年集装箱吞吐量首次突破2000万标准箱，标志着服务京津冀协同发展的我国北方国际航运枢纽建设取得重大进展,2021-12-18 14:25:10,600717.SH,000065.SZ
513,道氏技术,比亚迪,供应,云财经讯，道氏技术表示，碳材料业务主要客户包括深圳市比亚迪供应链管理有限公司等主流电池企业，多家优质客户正在不断拓展中,2022-02-24 21:59:16,300409.SZ,002594.SZ
514,金风科技,福莱特,同跌,云财经讯，港股绿电板块走低，中广核新能源跌超5%，中国电力、金风科技跌近4%，福莱特玻璃、大唐新能源跌超3%，信义能源跌近3%,2022-02-11 15:07:31,002202.SZ,601865.SH
515,越博动力,比亚迪,合作,11月25日，越博动力董事长兼总经理李占江、新能源汽车研究院执行院长任钢、供应链总监魏新君等一行赶赴深圳，与比亚迪集团高级副总裁、弗迪动力有限公司董事长罗红斌及电机、电控等部门负责人等就新能源汽车动力系统相关事宜进行合作交流,2021-11-25 16:08:00,300742.SZ,002594.SZ
516,海思科,华统股份,未知Unknown,【午间公告】海思科：公司创新药环泊酚注射液经国家谈判被纳入《国家医保目录(2021版)》；华统股份：与中德联合研究院(江西-OAI)签订《食品营养与人类健康联合创新中心合作协议》，双方为共建食品营养与人类健康联合创新中心长期合作事宜而达成合作意向,2021-12-06 12:00:55,002653.SZ,002840.SZ
517,中国能建,深圳机场,合作,云财经讯，中国能建：联合体中标粤港澳大湾区深圳都市圈城际铁路深圳机场至大亚湾城际深圳机场至坪山段工程1标（T4-五和）投资+施工总承包，项目总承包签约金额142.24亿元,2021-11-26 16:42:02,601868,000089.SZ
518,中兴通讯,中国电信,未知Unknown,中兴通讯港股涨超5%，此前中国电信与中兴通讯试运行全国首个 5G 室内融合定位商用试点,2022-01-10 10:10:00,000063.SZ,601728
519,君实生物,东阳光,同涨,港股生物医药板块持续走高，云顶新耀涨超25%，歌礼制药涨近18%，先声药业涨近15%，君实生物涨近12%，东阳光药涨近9%,2022-01-17 11:31:00,688180,600673.SH
520,曙光股份,比亚迪,未知Unknown,曙光股份公告，截至本公告披露日，公司没有与比亚迪公司进行任何接触，没有与供应商就刀片电池购买达成合作意向，也没有与之签订相关的协议,2022-01-16 17:29:00,600303.SH,002594.SZ
521,贵州轮胎,三角轮胎,未知Unknown,【继上个月的一轮涨价潮后 轮胎企业又官宣涨价】近日，贵州轮胎、三角轮胎均在投资者互动平台表示，因为原材料价格上涨情况，近期已安排轮胎系列产品涨价,2021-11-22 08:22:34,000589.SZ,601163.SH
522,蓝光发展,靖远煤电,同涨,涨停股中，从收盘涨停板封单量来看，蓝光发展最受追捧，收盘涨停板封单有5697.08万股；其次是金山股份、靖远煤电等，涨停板封单分别有4725.44万股、3288.04万股,2021-12-16 15:34:56,600466.SH,000552.SZ
523,航天信息,中国铝业,未知Unknown,云财经讯，近日，航天信息中标中国铝业集团有限公司财务共享中心票据进项服务采购项目,2021-11-22 19:03:18,600271.SH,601600.SH
524,航天电子,盛视科技,未知Unknown,【航天电子：盛视科技确认为航天物联网增资项目最终战略投资方】航天电子公告，公司于12月21日与相关方签署了控股子公司航天物联网增资协议，盛视科技通过公开摘牌方式以1728.40万元摘牌价格被确认为航天物联网增资项目的最终战略投资方,2021-12-22 16:49:14,600879.SH,2990
525,潍柴动力,中国重汽,合作,【上海交大、潍柴动力、中国重汽未来商用车创新联合研究中心签约揭牌】1月14日，上海交大、潍柴动力、中国重汽未来商用车创新联合研究中心签约及揭牌仪式在济南举行,2022-01-14 20:27:04,000338.SZ,000951.SZ
526,民丰特纸,陕西金叶,同涨,指数早盘低开盘整，创业板指跌近1%，氢能源、网络安全、机场航运等多板块活跃，造纸、烟草板块表现亮眼，民丰特纸、陕西金叶等多股涨停封板，有机硅概念、稀土永磁板块走弱，医疗器械板块多股走弱，三市个股涨多跌少，仅半日涨停股超80家，赚钱...,2021-12-01 11:30:00,600235.SH,000812.SZ
527,华建集团,华宝股份,未知Unknown,云财经讯，近日，华建集团建设咨询中标华宝股份上海园区产业升级项目（一期）全过程工程咨询服务,2022-02-23 14:45:28,600629.SH,300741.SZ
528,天康生物,生物股份,未知Unknown,近日，华为技术有限公司华为云中国区副总裁洪方明一行到访天康生物股份有限公司，双方围绕数字化转型的理念、技术等进行了座谈交流,2022-02-18 20:10:00,002100.SZ,600201.SH
529,密封科技,宇通客车,合作,【密封科技：在新能源领域已与多家公司进行积极洽谈 并与部分客户签署了合作协议】密封科技(301020)2月15日在互动平台表示，公司目前在新能源领域已经与重庆金康、宇通客车新能源、理想新晨、一汽新能源等公司进行积极洽谈，并与部分客户签署了合作协议，但目前整体占比较小,2022-02-15 14:52:15,301020,600066.SH
530,天沃科技,上海电气,未知Unknown,天沃科技：拟向上海电气集团股份有限公司发行股份购买其持有的上海锅炉厂有限公司100%股权，并向上海立昕实业有限公司发行股份募集配套资金不超9.6亿元,2022-02-11 22:36:00,002564.SZ,601727.SH
531,宁德时代,三一重工,合作,【宁德时代携手三一重工 力推福建省换电重卡应用示范项目落地】宁德时代联合三一重工昨日在福建宁德举办福建省换电重卡应用示范投运仪式,2022-02-23 09:49:28,300750.SZ,600031
532,中信证券,宁德时代,未知Unknown,中信证券指出，考虑到全球汽车电动化趋势较为确定，高端动力电池持续紧缺，同时全球储能市场临近爆发，能源变革带来的市场空间巨大，宁德时代作为能源变革的引领者，有望充分享受行业发展机遇,2022-01-25 08:43:00,600030.SH,300750.SZ
533,中谷物流,天津港,未知Unknown,【中谷物流：拟不低于6.94亿元参与天津港四公司增资项目】1月7日，中谷物流公告，拟以不低于6.94亿元参与天津港第四港埠有限公司增资项目,2022-01-07 16:36:04,603565,600717.SH
534,宝鹰股份,亿晶光电,合作,【宝鹰股份：与亿晶光电签署战略合作协议】宝鹰股份1月24日晚间公告，与亿晶光电签署战略合作框架协议，在包括但不限于分布式光伏电站、地面光伏电站或储能等新能源项目领域进行合作开发、建设或推广应用；为充分利用自身优势，结合双方实质性开展的合作，未来计划在光伏建筑一体化、零碳建筑等领域进行深度合作研发,2022-01-24 20:19:50,002047.SZ,600537.SH
535,泰格医药,东阳光,同跌,港股生物医药板块部分走低，开拓药业跌超7%，荣昌生物跌超5%，泰格医药、东阳光药跌近4%,2021-12-24 10:21:00,300347.SZ,600673.SH
536,中国石油,紫金矿业,未知Unknown,【高盛：中国石油股份、紫金矿业等获列入确信买入名单】高盛发表亚太区策略报告，列出按盈利重评领先指标准则筛选出最新港股首选名单，其中中国石油股份(00857.HK)、紫金矿业(02899.HK)等获列入确信买入名单,2022-01-05 12:20:34,601857,601899.SH
537,申万宏源,宏源证券,未知Unknown,云财经讯，1月18日，汤姆猫(300459)获信达澳银基金、申万宏源证券以电话会议的形式进行调研，其中，信达澳银明星基金经理冯明远参与了本次调研,2022-01-19 08:34:25,000166.SZ,000562.SZ
538,中国平安,中国太保,同涨,港股内险股走高，复星国际涨超3%，中国财险涨近3%，中国平安涨超2%，中国太保、中国人民保险集团涨近2%,2021-12-02 11:33:00,601318.SH,601601.SH
539,赣锋锂业,福耀玻璃,同跌,港股特斯拉概念股走低，耐世特跌近6%，敏实集团跌近4%，雅迪控股跌超3%，赣锋锂业跌超2%，福耀玻璃跌近2%,2021-11-18 10:27:00,002460.SZ,600660.SH
540,石化油服,中国石油,合作,【石化油服：子公司签订10.34亿元原油库迁建工程】石化油服公告，全资子公司中石化石油工程建设有限公司所属3家子公司与中国石油化工股份有限公司胜利油田分公司签订了胜利油田东营原油库迁建工程BEPC工程总承包合同，合同额10.34亿元(含税)，约占本公司中国会计准则下2020年营业收入的1.52%,2022-01-04 16:30:06,600871.SH,601857
541,贵州茅台,宁德时代,同跌,【贵州茅台与宁德时代同时杀跌】记者从一些市场人士处了解到，白酒杀跌引发的情绪性恐慌可能是主要原因,2021-12-29 16:48:08,600519.SH,300750.SZ
542,拓尔思,蓝色光标,合作,拓尔思公告，公司与蓝色光标在北京签订了《战略合作框架协议》,2022-02-24 18:18:00,300229.SZ,300058.SZ
543,中新药业,国药股份,同行,12月21日，辽宁省药品和医用耗材集中采购网发布《关于对药品挂网价格动态调整情况进行公示的通知》，拟提高136个药品的挂网价格，涉及联谊药业、中新药业、国药股份、民生药业等多家药企的产品,2021-12-23 11:24:00,600329.SH,600511.SH
544,海康威视,中电科,未知Unknown,【海康威视：实控人拟将2.45%股份无偿划转至电科投资】海康威视公告，公司实际控制人中国电科决定将全资子公司中电海康所持海康威视2.45%股份无偿划转至全资子公司中电科投资控股有限公司,2021-12-10 20:01:03,002415.SZ,600877.SH
545,汇川技术,双星新材,未知Unknown,数据显示，12月以来基金公司合计调研了超200家上市公司，计算机、通信和其他电子设备制造类、通用设备制造业等行业关注度居前，而汇川技术、双星新材等受到基金扎堆调研,2021-12-16 06:57:28,300124.SZ,002585.SZ
546,嘉欣丝绸,蓝特光学,未知Unknown,嘉欣丝绸：拟出售蓝特光学股票不超过568万股,2021-11-30 17:34:00,002404.SZ,688127
547,拓尔思,山水比德,未知Unknown,1月26日，中国移动通信联合会元宇宙产业委员会官网公布了第三批14家成员接纳名单（含个人），其中拓尔思、山水比德等上市公司入选该名单,2022-01-26 14:32:00,300229.SZ,300844
548,中国人寿,万科A,未知Unknown,【地产股遭险资抛售 中国人寿连续5个季度减持万科A】曾被视为“香饽饽”的房企股权正被众多险资频频抛售,2021-11-19 06:43:47,601628.SH,000002.SZ
549,双良节能,合盛硅业,合作,【双良节能：签署7.44亿元日常经营性合同】双良节能(600481)2月8日晚间公告，两控股子公司分别与新疆中部合盛硅业有限公司和宁夏晶体新能源材料有限公司签署销售合同，合同总价款合计7.44亿元，占公司2020年度经审计营业收入的35.91%,2022-02-08 17:42:57,600481.SH,603260.SH
550,韵达股份,圆通速递,同行,快递企业盈利持续改善，重点推荐快递龙头企业韵达股份、圆通速递,2021-12-24 08:42:14,002120.SZ,600233.SH
551,海康威视,国睿科技,未知Unknown,12月11日，中国电科旗下海康威视和国睿科技已先行发布类似公告,2021-12-15 13:35:00,002415.SZ,600562.SH
552,长春高新,安科生物,同行,【长春高新、安科生物弃标水针 生长激素市场格局或生变】2月23日，广东省药品交易中心发布《关于查看广东联盟双氯芬酸等药品集中带量采购（第一批）报名产品相关信息的通知》，共174个品种、1613个品规的药品符合申报条件,2022-02-24 08:33:23,000661.SZ,300009.SZ
553,福耀玻璃,洛阳玻璃,同涨,港股光伏太阳能板块走高，北控清洁能源集团涨超4%，福耀玻璃涨超3%，保利协鑫能源、洛阳玻璃股份涨超2%,2022-01-07 09:59:16,600660.SH,600876.SH
554,华友钴业,中伟股份,未知Unknown,近期，华友钴业、中伟股份等多家锂电产业链厂商亦表示布局动力电池回收业务,2021-12-06 07:08:26,603799.SH,300919
555,云赛智联,徐家汇,未知Unknown,【云赛智联：仪电鑫森中标徐家汇体育公园开办费智能化项目】近日，云赛智联旗下企业上海仪电鑫森科技发展有限公司成功中标“徐家汇体育公园开办费智能化及装饰提升工程”项目,2022-01-25 17:41:12,600602.SH,002561.SZ
556,圣元环保,神农集团,未知Unknown,个股来看，上周共有18股北上资金持股量环比翻倍，从增持幅度来看，谱尼测试、圣元环保、神农集团环比增幅居前，分别为434%、181.05%、176.75%,2022-01-10 08:15:53,300867,605296
557,贵州茅台,舍得酒业,同涨,【贵州茅台一度突破1900元大关 机构：白酒需求核心影响因素未变】11月22日，白酒股盘中拉升，舍得酒业冲击涨停，贵州茅台一度涨超4%突破1900元大关,2021-11-22 12:10:04,600519.SH,600702.SH
558,中信证券,华夏银行,合作,中信证券：公司与华夏银行签订了存款业务协议，购买三笔固定期限存款，合计80亿元,2022-02-11 17:01:35,600030.SH,600015.SH
559,浙商证券,宁德时代,未知Unknown,浙商证券11月初的一份研报显示，基于公司在供应链管理、产能规模、产品技术、市场份额等方面的领先优势，给予宁德时代2022年85倍PE，对应目标价837.30元,2021-11-25 07:42:33,601878.SH,300750.SZ
560,东方航空,南方航空,同行,云财经讯，据中国民航局消息，12月15日，民航局再发熔断指令，对东方航空公司MU2574航班（万象至昆明）、南方航空公司CZ6092航班（万象至广州）、四川航空公司3U8392航班（开罗至成都）、巴基斯坦国际航空公司PK854航班（伊斯兰堡至西安）实施熔断措施,2021-12-16 18:05:23,600115.SH,600029.SH
561,天味食品,青岛食品,同跌,食品加工板块午后持续低迷，盖世食品跌超4%，朱老六、天味食品、青岛食品跟跌,2021-11-17 13:50:00,603317.SH,1219
562,佳创视讯,宝鹰股份,同涨,指数午后延续盘整，沪指时隔近一个月盘中触及3600点，稀土永磁、服装家纺、白酒等多板块持续活跃，元宇宙概念全天大涨，佳创视讯、宝鹰股份午后封板，养殖业、国防军工板块走弱，储能、中船系低迷盘整，三市个股涨多跌少，涨停股90家，赚钱效应...,2021-11-24 15:00:00,300264.SZ,002047.SZ
563,天顺风能,大金重工,未知Unknown,龙虎榜数据显示，三机构买入天顺风能1.18亿元，四机构卖出1.29亿元；三机构买入大金重工8172万元，三机构卖出9047万元,2022-01-28 16:39:54,002531.SZ,002487.SZ
564,中环股份,隆基股份,未知Unknown,12月2日晚间，中环股份下调硅片价格，与上月相比，降幅在6.04%-12.48%之间；此前的11月30日，隆基股份调整了单晶硅片的官方报价，降幅为7.2%至9.8%,2021-12-05 09:47:47,002129.SZ,601012.SH
565,中信证券,华泰证券,同涨,港股中资券商股普涨，国联证券涨超6%，中州证券涨近3%，中信证券、华泰证券涨近2%,2022-01-26 13:59:07,600030.SH,601688.SH
566,容百科技,宁德时代,未知Unknown,【10万吨高镍大单！“宁王”绑定高镍龙头 提前锁定至2025年三元材料供应】1月7日晚，容百科技发布公告称，与宁德时代签订战略合作暨长期供货协议,2022-01-08 22:35:55,688005.SH,300750.SZ
567,浦发银行,招商银行,未知Unknown,云财经讯，2月3日电，房地产项目并购正迎来银行业的支持，自《关于做好重点房地产企业风险处置项目并购金融服务的通知》发布以来，已有浦发银行、招商银行、广发银行等多家银行表态将提供房地产并购融资支持，方式包括并购主题债券、并购贷款、并购基金、资产证券化等，预计合计提供并购融资支持超300亿元,2022-02-03 10:12:03,600000.SH,600036.SH
568,宏润建设,杉杉股份,合作,宏润建设：与杉杉股份签署战略合作框架协议，宏润建设拟并购整合杉杉股份的光伏新能源资产及业务,2022-01-13 16:26:00,002062.SZ,600884.SH
569,松芝股份,宁德时代,合作,松芝股份在互动平台表示，公司目前与宁德时代在多个业务领域均有合作，其中包括宁德时代的重卡换电方面的电池热管理相关产品和储能电站电池热管理相关产品,2022-01-20 16:22:00,002454.SZ,300750.SZ
570,中国船舶,中国石油,合作,云财经讯，12月7日，中国船舶集团有限公司旗下沪东中华造船（集团）有限公司、中国船舶工业贸易有限公司携手中国石油国际事业有限公司、上海中远海运液化天然气投资有限公司和中远海运石油运输有限公司通过“云签约”方式，正式签订3艘17.4 万立方米液化天然气（LNG）运输船建造合同,2021-12-07 11:01:13,600150.SH,601857
571,长安汽车,长城汽车,同行,在销量排名前十位的SUV生产企业中，与上年同期相比，上汽大众、上汽通用、一汽大众和吉利控股销量有所下降，其他企业均呈增长，其中奇瑞汽车、长安汽车和长城汽车增速更为明显,2021-12-29 09:35:48,000625.SZ,601633.SH
572,赣锋锂业,比亚迪,同涨,港股锂电池板块走高，赣锋锂业涨超5%，比亚迪股份涨超3%，超威动力涨近3%,2021-11-30 10:06:00,002460.SZ,002594.SZ
573,贵州茅台,宁德时代,未知Unknown,韩中50指数包括三星电子、贵州茅台、宁德时代等两国各25家优秀企业，由50支成分股组成,2021-12-09 22:55:52,600519.SH,300750.SZ
