head,tail,sentence,time,head_code,tail_code,src,relation
宁德时代,美联新材,上周以来，宁德时代、美联新材等多家公司公开表示，正在加快推进钠离子电池材料项目建设工作，推动钠电池产业发展,2022-11-29 02:49:00,300750.SZ,300586.SZ,10jqka,同行
国信证券,国泰君安,买方为国信证券深圳泰九分公司、国泰君安深圳深南大道京基一百证券营业部，卖方为机构专用席位,2022-11-29 16:54:00,002736.SZ,601211.SH,10jqka,同行
永兴材料,高新发展,永兴材料：全资子公司永兴新能源碳酸锂冶炼生产线因配合环保调查需要临时停产，目前尚无法确定碳酸锂冶炼生产线恢复生产的具体时间；高新发展：全资子公司倍特开发拟以非公开协议转让方式将持有的新建业100%股权以6003.17万元转让给高投资管,2022-11-29 12:05:00,002756.SZ,000628.SZ,10jqka,未知Unknown
中国平安,中国太保,港股保险板块多数低开，友邦保险、众安在线跌近5%，中国平安跌超4%，中国太保跌超3%,2022-11-28 09:24:00,601318.SH,601601.SH,10jqka,同跌
上海银行,滨江集团,据上证报，11月28日上午，上海银行与仁恒置地有限公司（下称“仁恒置地”）、杭州滨江房产集团股份有限公司（下称“滨江集团”）签署战略合作协议，将为仁恒置地、滨江集团各提供人民币200亿元的意向性综合授信额度，包括但不限于房地产开发贷款...,2022-11-28 20:49:00,601229.SH,002244.SZ,10jqka,合作
豫园股份,金徽酒,豫园股份公告，中国证券登记结算有限责任公司于11月28日出具《过户登记确认书》，豫园股份转让给陇南科立特的金徽酒5%股份已经办理完成过户手续,2022-11-28 20:26:00,600655.SH,603919.SH,10jqka,未知Unknown
豫园股份,金徽酒,截至本公告日，豫园股份持有金徽酒25%股份，豫园股份不再是金徽酒控股股东,2022-11-28 20:26:00,600655.SH,603919.SH,10jqka,投资
中国人寿,中国太保,据港交所数据，中国人寿保险(集团)公司11月25日继续减持中国太保H股，这已经是今年以来第四次公布减持，持股比例由2月9日7.98%降至4.98%，累计减持3%，今后减持无需再披露；持股数由2.2156亿股降至1.3821亿股，累计减持约8335万股,2022-11-28 20:02:00,601628.SH,601601.SH,10jqka,减持
华安证券,东方创业,华安证券公告，因对减持规则的理解不充分，东方创业持股比例降至5%以下后，于2022年11月15日至18日期间通过集中竞价交易方式再次减持所持有的公司股票275万股，成交价格区间为5.01元/股-5.10元/股，累计减持金额1388.4万元，减持股份数量占公司...,2022-11-28 19:13:00,600909.SH,600278.SH,10jqka,减持
丰元股份,天域生态,丰元股份公告，为了进一步整合资源，实现公司在新能源锂电池产业链的整体战略布局，公司与刘炳生、蔡显威、天域生态及青海聚之源签订了《股权投资框架协议》，公司拟通过增资方式对青海聚之源进行投资,2022-11-28 18:21:00,002805.SZ,603717.SH,10jqka,合作
贵州茅台,中国平安,贵州茅台、中国中免、中国平安分别净卖出8.65亿元、4.37亿元、3.48亿元,2022-11-28 17:30:00,600519.SH,601318.SH,10jqka,未知Unknown
雅克科技,中国船舶,雅克科技：下属孙公司斯洋国际已与中国船舶工业贸易有限公司和江南造船正式签订了液化天然气增强型聚氨酯保温绝热板材的销售合同，合同交易价格9468万美元,2022-11-28 16:04:00,002409.SZ,600150.SH,10jqka,合作
元琛科技,东威科技,据元琛科技消息，日前，元琛科技与东威科技正式签署战略合作协议暨复合铜箔设备采购框架协议，元琛科技此次从东威科技采购的装备为最先进的2.5代双边夹卷式水平镀膜线，将明显提高复合铜箔生产的产能,2022-11-28 16:00:00,688659,688700,10jqka,合作
东方证券,平安银行,天眼查App显示，近日，贾跃亭新增3则限制消费令信息，申请人分别为东方证券股份有限公司、平安银行股份有限公司北京分行、华福证券有限责任公司,2022-11-28 15:18:00,600958.SH,000001.SZ,10jqka,同行
宁德时代,协鑫能科,据界面·财联社，记者获悉相关资料显示，斯诺威公司重整投资人为宁德时代，备选重整投资人为协鑫能科,2022-11-28 13:59:00,300750.SZ,002015.SZ,10jqka,未知Unknown
兴业银行,滨江集团,"据21世纪经济报道，日前，兴业银行分别与万科集团、中海地产、绿城中国、龙湖集团、滨江集团、建发地产、国贸地产、象屿地产、厦门安居控股、福州左海控股等10家房地产企业签订战略合作协议，合计提供意向性融资总额达4400亿元,，全面落实房地产...",2022-11-26 11:42:00,601166.SH,002244.SZ,10jqka,合作
川润股份,金风科技,据川润股份消息，11月23日，金风科技与三峡集团合作研发、川润提供全套水冷系统的GWH252-16MW海上风电机组在福建三峡海上风电国际产业园成功下线,2022-11-26 08:26:00,002272.SZ,002202.SZ,10jqka,合作
工商银行,建设银行,同日，龙湖集团宣布，公司于11月23日及11月24日与包括中国工商银行、中国建设银行等在内的6家大型国有商业银行签署战略合作协议,2022-11-26 04:29:00,601398.SH,601939,10jqka,合作
长春燃气,南京公用,燃气板块异动拉升，美能能源涨超8%，德龙汇能、长春燃气、胜通能源、南京公用等跟涨,2022-11-25 11:04:00,600333.SH,000421.SZ,10jqka,同涨
长城汽车,比亚迪,港股新能源汽车股走低，长城汽车跌近4%，吉利汽车跌近3%，蔚来跌超2%，小鹏汽车、理想汽车、比亚迪股份等跟跌,2022-11-25 09:52:00,601633.SH,002594.SZ,10jqka,同跌
福耀玻璃,赣锋锂业,港股特斯拉概念股走低，耐世特跌超3%，亿和控股跌近3%，福耀玻璃·、赣锋锂业等跟跌,2022-11-25 09:42:00,600660.SH,002460.SZ,10jqka,同跌
君实生物,昭衍新药,港股生物技术板块走低，君实生物、三叶草生物、药明生物跌近4%，再鼎医药、昭衍新药跌近3%,2022-11-25 09:38:00,688180,603127.SH,10jqka,同跌
康龙化成,药明康德,港股CXO概念股走低，药明生物跌超3%，康龙化成、药明康德跌近2%,2022-11-25 09:34:00,300759.SZ,603259.SH,10jqka,同跌
中国平安,平安银行,作为首批获得个人养老金业务资格的试点金融机构，自当日15时起，中国平安旗下平安银行将在试点城市范围内，开展个人养老金资金账户业务、个人养老储蓄业务、个人养老金产品代销业务及个人养老金...,2022-11-25 18:48:00,601318.SH,000001.SZ,10jqka,同行
东兴证券,泽达易盛,东兴证券发布风险提示公告，泽达易盛涉嫌欺诈发行、信息披露违法违规，可能因触及重大违法类强制退市情形而被终止上市，作为泽达易盛首次公开发行股票并在科创板上市的保荐机构、主承销商、持续督导机构，公司对给投资者带来的困扰深表歉意；目...,2022-11-25 18:35:00,601198.SH,688555,10jqka,纠纷
天鹅股份,乾景园林,11月21日至11月25日，上交所对天鹅股份、乾景园林等严重异常波动股票和*ST泽达、*ST紫晶、ST曙光等风险警示股票进行重点监控，持续加强异常波动可转债交易监管，对96起加剧市场波动、误导投资者决策、影响交易秩序的异常交易行为及时采取了暂停...,2022-11-25 18:20:00,603029.SH,603778.SH,10jqka,同行
银轮股份,宁德时代,银轮股份公告，与宁德时代签订战略合作协议，打造电池冷却板、铜铝巴、铝压铸件、CTC集成模块、储能柜冷却系统等全生命周期合作模式,2022-11-25 17:20:00,002126.SZ,300750.SZ,10jqka,合作
建投能源,中国银行,建投能源11月25日晚间公告，公司拟向中国银行间市场交易商协会申请注册发行不超过人民币25亿元的永续中期票据，募集资金扣除发行费用后拟用于以下用途（包括但不限于）：偿还公司（含下属子公司）金融机构借款；补充公司（含下属子公司）流动资...,2022-11-25 17:03:00,000600.SZ,601988,10jqka,纠纷
青岛银行,浙商银行,恒指低位震荡，截止收盘，恒指跌0.49%，报17573.58点；恒生科技指数跌2.31%，报3500.31点；内房及物管股、海运板块震荡走高，生物科技、科网股多数走低；商业银行板块大涨，青岛银行涨近38%，哈尔滨银行涨超20%，浙商银行涨超13%；国美零售大涨4...,2022-11-25 16:09:00,002948.SZ,601916.SH,10jqka,同跌
中煤能源,中国神华,港股煤炭股午后上扬，兖矿能源涨近5%，兖煤澳大利亚涨近4%，中煤能源涨近3%，中国神华涨超2%,2022-11-25 13:44:00,601898.SH,601088.SH,10jqka,同涨
康希诺,君实生物,港股抗疫板块走高，三叶草生物涨超10%，歌礼制药涨超5%，中国生物制药、康希诺生物、君实生物等涨近4%,2022-11-24 09:44:00,688185,688180,10jqka,同涨
山东黄金,中国黄金,港股黄金股上扬，山东黄金涨近5%，招金矿业涨超4%，中国黄金国际涨近3%,2022-11-24 09:37:00,600547.SH,600916,10jqka,同涨
新华制药,复星医药,港股抗疫板块多数高开，山东新华制药股份涨近4%，石药集团、复星医药等跟涨,2022-11-24 09:25:00,000756.SZ,600196.SH,10jqka,同涨
昊志机电,弘亚数控,据经济参考报，日前，昊志机电、弘亚数控两家公司高管均因涉嫌内幕交易被立案调查,2022-11-24 02:55:00,300503.SZ,002833.SZ,10jqka,同行
胜宏科技,方正科技,胜宏科技公告，公司与华发科技产业联合参与方正科技重整计划执行，公司拟取得重整后方正科技5.49%的股份，对应交易作价为3.66亿元；华发科技产业指定珠海华实焕新方科投资企业（有限合伙人）作为持股主体取得重整后方正科技23.50%的股份，华发科...,2022-11-24 20:33:00,300476.SZ,600601.SH,10jqka,合作
宁德时代,亿纬锂能,据澎湃新闻，从知情人士处获悉，在继国内动力电池龙头宁德时代后，宝马集团位于沈阳的动力电池中心也将与惠州亿纬锂能股份有限公司合作，从后者采购电芯,2022-11-24 19:49:00,300750.SZ,300014.SZ,10jqka,合作
特变电工,新疆众和,特变电工公告，拟2亿元-3亿元增持新疆众和股权，且增持股份数量不超过新疆众和总股本的2%,2022-11-24 18:16:00,600089.SH,600888.SH,10jqka,增持
工商银行,金地集团,据证券时报，11月24日，中国工商银行与万科集团、金地集团、绿城中国、龙湖集团、碧桂园集团、美的置业、金辉集团等12家全国性房地产企业，以总对总方式签订战略合作协议，提供意向性融资总额达6550亿元，汇聚银企合力，共促房地产市场平稳健康...,2022-11-24 16:18:00,601398.SH,600383.SH,10jqka,合作
康希诺,君实生物,港股抗疫概念股持续下跌，康希诺生物跌超12%，三叶草生物跌超10%，腾盛博药、君实生物跌近7%，中国中药跌近6%,2022-11-23 10:50:00,688185,688180,10jqka,同跌
中国中冶,上海电气,港股生物质能发电板块走高，中国光大绿色环保涨超15%，中国中冶涨近10%，中国电力涨近5%，上海电气等跟涨,2022-11-23 10:24:00,601618,601727.SH,10jqka,同涨
比亚迪,广汽集团,在上述十家企业中，与上年同期相比，比亚迪股份销量增速最为明显，奇瑞汽车、广汽集团和吉利控股也呈两位数快速增长，上...,2022-11-23 09:56:00,002594.SZ,601238.SH,10jqka,同行
康龙化成,泰格医药,港股CXO概念股下挫，金斯瑞生物科技跌近5%，康龙化成、泰格医药、药明生物跌超2%,2022-11-23 09:51:00,300759.SZ,300347.SZ,10jqka,同跌
紫金矿业,中国铝业,港股金属与采矿板块走高，大唐潼金涨近4%，紫金矿业、中国铝业、中国稀土等跟涨,2022-11-23 09:34:00,601899.SH,601600.SH,10jqka,同涨
万顺新材,宁德时代,万顺新材公告，全资孙公司安徽中基电池箔科技有限公司与宁德时代签订合作框架协议，在2023年1月1日至2026年12月31日期间，安徽中基承诺向宁德时代供应锂电铝箔，最低供货量合计为32万吨,2022-11-23 17:57:00,300057.SZ,300750.SZ,10jqka,合作
贵州茅台,以岭药业,隆基绿能、贵州茅台、以岭药业分别获净买入4.71亿元、2.13亿元、1.33亿元,2022-11-23 17:38:00,600519.SH,002603.SZ,10jqka,增持
农业银行,金地集团,据中新社，今日下午，中国农业银行与中海发展、华润置地、万科集团、龙湖集团、金地集团五家房企举行银企战略合作协议签约仪式，银企各方将利用各自行业优势，整合资源，围绕商品房、保障房、城市更新等重点领域，在房地产开发贷款、个人住房按...,2022-11-23 16:25:00,601288.SH,600383.SH,10jqka,合作
中国铝业,云铝股份,中国铝业公告，完成收购云铝股份19%股权，本次股权收购完成后，公司持有云铝股份约29.10%的股权，成为云铝股份第一大股东,2022-11-23 16:21:00,601600.SH,000807.SZ,10jqka,投资
中铝国际,中信证券,恒指今日震荡收高，涨0.57%，恒生科技指数收涨1.13%；绿色电力板块全天领涨，稀土永磁、中字头股票持续走高，新能源汽车股震荡走高，抗疫板块、CXO概念股持续走低；中铝国际延续延续昨日涨势，收高25.27%，中信证券研报称，随着市场环境叠加持续...,2022-11-23 16:09:00,601068.SH,600030.SH,10jqka,同涨
维信诺,京东方,据证券时报，记者从产业链人士处获悉，荣耀80系列手机和荣耀折叠手机Magic，Vs由国内OLED厂商维信诺和京东方供货柔性AMOLED屏幕，国产AMOLED屏在品牌终端产品的渗透率持续提升,2022-11-23 14:32:00,002387.SZ,000725.SZ,10jqka,供应
亿纬锂能,恩捷股份,亿纬锂能在互动平台表示，公司与恩捷股份的合作项目未受影响，进展正常；双方按既定计划正全力推进16亿平方米湿法锂离子电池隔离膜和涂布膜项目的建设,2022-11-23 13:26:00,300014.SZ,002812.SZ,10jqka,合作
康缘药业,老百姓大药房,据财联社消息，记者从知情人士获悉，今日开始，康缘药业旗下散寒化湿颗粒在南京、长沙等城市的老百姓大药房销售，并且同步在康济大药房的线上开售，价格为289元一盒,2022-11-23 12:08:00,600557.SH,603883,10jqka,未知Unknown
松芝股份,比亚迪,松芝股份近日接受机构调研时表示，目前公司在三季度已经量产上汽通用的一个空调箱项目，后续即将量产包括比亚迪、蔚来等客户的空调箱项目，对公司业务发展还是很有意义的,2022-11-22 10:43:00,002454.SZ,002594.SZ,10jqka,未知Unknown
中国银行,金融街,据证券时报，中国银行保险监督管理委员会副主席周亮“2022金融街论坛年会——全球市场与金融发展的平行论坛”上表示，下一步，中国银行保险监督管理委员会将深入学习贯彻中国共产党第二十次全国代表大会精神，坚定不移推进扩大金融业对外开放,2022-11-22 09:47:00,601988,000402.SZ,10jqka,未知Unknown
中远海能,中远海发,港股海运板块盘初走高，中远海能涨近6%，中远海发、海丰国际等跟涨,2022-11-22 09:36:00,600026.SH,601866.SH,10jqka,同涨
鹏翎股份,国新能源,鹏翎股份在互动平台表示，氢燃料电池汽车是我国新能源汽车产业一条重要的技术路线，近年来公司一直在进行相关研发储备,2022-11-22 09:09:00,300375.SZ,600617.SH,10jqka,供应
通润装备,正泰电器,通润装备公告，正泰电器及其一致行动人拟收购公司29.99%股份，正泰电器将成为公司的控股股东，公司股票明起复牌,2022-11-22 22:07:00,002150.SZ,601877.SH,10jqka,被增持
永清环保,普路通,近日，永清环保旗下全资子公司湖南永旭新能源有限公司与深圳普路通旗下控股子公司深圳市普裕时代新能源科技有限公司签署战略合作协议，开启储能项目全面合作，双方未来三年内储能项目合作规模将不少于3GWh,2022-11-22 17:27:00,300187.SZ,002769.SZ,10jqka,合作
正泰电器,通润装备,"正泰电器公告，公司拟与一致行动人温州卓泰通过支付现金方式收购通润装备106,955,115股股份（约占标的公司总股本的29.99%），转让价款总额为人民币10.2亿元",2022-11-22 16:52:00,601877.SH,002150.SZ,10jqka,被增持
柘中股份,上海临港,柘中股份公告，拟出资3亿元与普通合伙人海通新能源私募股权投资管理有限公司、上海临港新片区私募基金管理有限公司及各有限合伙人共同投资设立上海海通焕新私募投资基金合伙企业（有限合伙），由海通新能源私募股权投资管理有限公司担任海通焕新...,2022-11-22 16:30:00,002346.SZ,600848.SH,10jqka,合作
复星医药,中国医药,复星医药近期接受调整调研时称，为提高阿兹夫定片的终端可及性，复星医药产业也已与中国医药流通龙头企业国药控股签订战略合作协议，加速推进全国渠道网络覆盖,2022-11-22 14:42:00,600196.SH,600056.SH,10jqka,合作
中国联通,中国交建,据券商中国，今日上午临近午盘，中字头概念股突然拉升，中国联通、中国交建直线涨停,2022-11-22 13:24:00,600050.SH,601800,10jqka,同涨
东方电气,华能国际,港股光热发电板块走高，东方电气涨近6%，华能国际电力股份等跟涨,2022-11-21 10:24:00,600875.SH,600011,10jqka,同涨
南方航空,中国国航,港股航空股盘初走低，美兰空港跌超7%，中国南方航空股份、中国国航、北京首都机场股份跌超3%,2022-11-21 09:38:00,600029.SH,601111.SH,10jqka,同跌
康龙化成,昭衍新药,港股CXO概念股下挫，康龙化成跌超6%，昭衍新药、药明生物跌超4%,2022-11-21 09:37:00,300759.SZ,603127.SH,10jqka,同跌
中国平安,中国人寿,港股保险板块走低，中国平安跌近5%，友邦保险跌超4%，众安在线、中国人寿跌超3%,2022-11-21 09:33:00,601318.SH,601628.SH,10jqka,同跌
天地在线,天鹅股份,天地在线、天鹅股份复牌双双大幅低开,2022-11-21 09:27:00,002995,603029.SH,10jqka,同跌
金融街,中国银行,11月21日，在2022金融街论坛年会平行论坛“国际变革下创新投资合作新趋势”上，中国银行党委副书记、行长刘金表示，当前投资者风险偏好调整，全球资产配置，（偏向）增持安全性资产,2022-11-21 20:22:00,000402.SZ,601988,10jqka,合作
卫士通,中电科,卫士通：拟变更公司全称为“中电科网络安全科技股份有限公司”，证券简称变更为“电科网安”,2022-11-21 18:24:00,002268.SZ,600877.SH,10jqka,上级
博实股份,中国石化,博实股份公告，公司收到与中国石化工程建设有限公司签订的商务合同，合同合计金额为人民币1.37亿元,2022-11-21 17:24:00,002698.SZ,600028.SH,10jqka,合作
东方通,东方通信,东方通信消息，日前，由东方通信承建的IMS诈骗电话防范系统顺利完成中国移动在16个省份的功能上线,2022-11-21 15:40:00,300379.SZ,600776.SH,10jqka,合作
贵广网络,广电网络,贵广网络在互动平台表示，AI创作APP《彩云小梦》不是贵州广电网络多彩云科技发展有限公司旗下产品,2022-11-21 15:39:00,600996.SH,600831.SH,10jqka,供应
上海电力,外高桥,上海电力11月20日晚间公告，近日，经上海市发改委批准，同意公司外高桥一厂扩容量替代项目开展前期工作,2022-11-20 19:39:00,600021.SH,600648.SH,10jqka,供应
长城汽车,比亚迪,港股新能源汽车板块震荡拉升，理想汽车涨超5%，长城汽车、蔚来、比亚迪股份等跟涨,2022-11-18 10:03:00,601633.SH,002594.SZ,10jqka,同涨
顶点软件,东吴证券,据顶点软件消息，11月17日，在“第五届中国金融科技产业峰会暨第四届中新（苏州）数字金融应用博览会”上，顶点软件与东吴证券、华为签署全面合作协议,2022-11-18 10:00:00,603383.SH,601555.SH,10jqka,合作
东吴证券,顶点软件,东吴证券、顶点软件和华为三方...,2022-11-18 10:00:00,601555.SH,603383.SH,10jqka,同行
中远海能,中远海控,港股海运板块走高，中远海能涨超7%，太平洋航运、中远海控等跟涨,2022-11-18 09:40:00,600026.SH,601919.SH,10jqka,同涨
西安饮食,竞业达,深交所发布本周深市监管动态，11月14日至11月18日，深交所共对103起证券异常交易行为采取了自律监管措施，涉及盘中拉抬打压、虚假申报等异常交易情形；对近期涨幅异常的“西安饮食”“竞业达”进行重点监控；共对24起上市公司重大事项进行核查，...,2022-11-18 19:05:00,000721.SZ,003005,10jqka,同行
江苏银行,宁沪高速,江苏银行：股东宁沪高速于2022年11月18日增持本行股份76600000股，占本行总股本的0.52%,2022-11-18 16:50:00,600919.SH,600377.SH,10jqka,被增持
新华制药,共同药业,新华制药在互动平台表示，公司与湖北共同药业成立的合资公司山东同新药业有限公司拟生产的产品为17-羟基黄体酮等产品，总的生产能力为500吨/年,2022-11-18 15:28:00,000756.SZ,300966,10jqka,合作
中兴通讯,黑芝麻,据中兴通讯消息，近期，中兴通讯与黑芝麻智能达成战略合作，双方将基于在车用操作系统和车用SoC智能AI芯片等领域发挥各自优势，展开深度合作,2022-11-18 14:26:00,000063.SZ,000716.SZ,10jqka,合作
首开股份,建设银行,据首开股份消息，近日，首开股份与建设银行发起设立的住房租赁基金——建信住房租赁基金正式签订合作意向协议,2022-11-18 14:12:00,600376.SH,601939,10jqka,合作
中国平安,中国太保,港股保险板块走低，众安在线跌超5%，中国平安跌近5%，复星国际、中国太保等跟跌,2022-11-17 10:46:00,601318.SH,601601.SH,10jqka,同跌
亿纬锂能,紫金矿业,天眼查股权穿透显示，该公司由亿纬锂能、紫金矿业关联公司紫金...,2022-11-17 10:44:00,300014.SZ,601899.SH,10jqka,合作
陕西煤业,山煤国际,煤炭概念震荡走低，华阳股份跌超6%，兖矿能源跌超5%，陕西煤业、晋控煤业、山西焦煤、山煤国际等多股跟跌,2022-11-17 09:59:00,601225.SH,600546.SH,10jqka,同跌
石化油服,中国石油,港股石油股持续下挫，中海油田服务跌近4%，昆仑能源跌近3%，中石化油服、中国石油化工股份等跟跌,2022-11-17 09:49:00,600871.SH,601857,10jqka,同跌
白云山,同仁堂,港股中医药概念股走高，绿叶制药涨超6%，神威制药涨近6%，白云山、同仁堂国药等跟涨,2022-11-17 09:41:00,600332.SH,600085.SH,10jqka,同涨
万顺新材,鼎胜新材,1）从电池铝箔加工费变化对上市公司的市值弹性来看，万顺新材>鼎胜新材>...,2022-11-17 07:49:00,300057.SZ,603876.SH,10jqka,同行
中国联通,中国广核,中国联通消息，11月17日，中国联通与中国广核集团举行清洁能源与数字化业务战略合作框架协议签约仪式,2022-11-17 22:35:00,600050.SH,003816.SZ,10jqka,合作
永福股份,宁德时代,据永福股份官微，11月13日，由永福股份承建的福建华电宁德时代产业园区三期65MW分布式光伏发电EPC总承包项目顺利完成首次混凝土浇筑，标志着项目进入全面施工阶段,2022-11-17 19:35:00,300712.SZ,300750.SZ,10jqka,供应
威龙股份,平安银行,威龙股份11月17日晚间公告，公司股东中铁宝盈资产－平安银行－中铁宝盈－润金1号资产管理计划持有公司6.42%的股份，计划减持不超3%的公司股份,2022-11-17 17:09:00,603779.SH,000001.SZ,10jqka,被减持
久立特材,永兴材料,久立特材11月17日晚间公告，公司拟通过大宗交易方式逐步出售永兴材料股份不超过1500万股，即不超过永兴材料当前总股本的3.62%，出售价格及数量将根据届时市场价格确定,2022-11-17 17:09:00,002318.SZ,002756.SZ,10jqka,减持
宁德时代,海通证券,宁德时代今日出现4.77亿元折价大宗交易，成交价每股337.6元，海通证券上海余姚路卖出，机构、海通证券上海余姚路接盘,2022-11-17 16:52:00,300750.SZ,600837.SH,10jqka,未知Unknown
康希诺,君实生物,港股抗疫概念股午后震荡走高，三叶草生物涨13%，康希诺生物、君实生物涨3%,2022-11-17 14:40:00,688185,688180,10jqka,同涨
天齐锂业,赣锋锂业,港股锂电池板块走低，天齐锂业跌超4%，中国石墨、赣锋锂业等跟跌,2022-11-16 10:12:00,002466.SZ,002460.SZ,10jqka,同跌
中国平安,东方财富,中国平安、中国中免、东方财富分别净买入5.03亿元、4.84亿元、4.49亿元,2022-11-16 17:30:00,601318.SH,300059.SZ,10jqka,未知Unknown
七彩化学,美联新材,七彩化学11月16日晚间公告，公司与美联新材拟共同出资设立辽宁美彩新材料有限公司，并以该公司为实施主体投资25亿元建设年产18万吨电池级普鲁士蓝（白）项目,2022-11-16 17:15:00,300758.SZ,300586.SZ,10jqka,合作
皖天然气,新奥股份,燃气板块异动拉升，美能能源涨超7%，德龙汇能、皖天然气、新奥股份、水发燃气等跟涨,2022-11-16 13:27:00,603689.SH,600803.SH,10jqka,同涨
歌尔股份,智动力,针对“贵公司跟歌尔股份有没有生意来往，歌尔股份订单减少，对贵公司有没有间接影响？”的提问，智动力在互动平台回复称，歌尔股份与公司有业务往来，但订单量较小，当前上述事件尚未对公司带来实质影响,2022-11-16 12:58:00,002241.SZ,300686.SZ,10jqka,供应
海螺水泥,金隅集团,港股建材水泥股走高，海螺水泥涨超5%，中国建材、华润水泥控股涨超3%，金隅集团等跟涨,2022-11-15 10:52:00,600585,601992.SH,10jqka,同涨
同仁堂,新华制药,港股抗疫板块拉升，阿里健康涨超6%，京东健康涨超5%，同仁堂科技、山东新华制药涨超3%,2022-11-15 10:28:00,600085.SH,000756.SZ,10jqka,同涨
长城汽车,比亚迪,港股新能源汽车板块持续拉升，小鹏汽车涨超9%，吉利汽车、理想汽车涨近4%，长城汽车、比亚迪股份等跟涨,2022-11-15 10:20:00,601633.SH,002594.SZ,10jqka,同涨
芯朋微,清溢光电,半导体及元件板块持续拉升，路维光电涨超9%，芯朋微、清溢光电、安路科技、创耀科技等跟涨,2022-11-15 09:53:00,688508,688138.SH,10jqka,同涨
恒信东方,中文在线,建议关注VR内容供应：恒信东方，中文在线、...,2022-11-15 08:05:00,300081.SZ,300364.SZ,10jqka,同行
中国电建,中国能建,据中证报，有机构统计显示，今年以来，中石化、中石油、中海油、国电投、国家电网、三峡集团、中国电建、中国能建等至少16家央企公布了氢能产业布局，而上半年国内落地的制氢项目已有18个,2022-11-15 23:23:00,601669.SH,601868,10jqka,同行
秋田微,比亚迪,秋田微在互动平台表示，公司与比亚迪建立长期稳定的合作关系,2022-11-15 20:06:00,300939,002594.SZ,10jqka,合作
东宝生物,以岭药业,东宝生物在互动平台表示，子公司益青生物作为抗疫物资企业以岭药业的重要供应商，主要向其提供连花清瘟胶囊、通心络胶囊、参松养心胶囊、芪苈强心等品种的胶囊系列产品,2022-11-15 18:11:00,300239.SZ,002603.SZ,10jqka,供应
中国石油,石大胜华,胜华新材11月15日晚间公告，公司拟与中国石油大学（华东）签订《共建石大胜华先进能源材料研究院的协议》及《研发合作协议》,2022-11-15 16:25:00,601857,603026.SH,10jqka,合作
新力金融,海螺水泥,新力金融公告，海螺水泥拟减持不超过1%,2022-11-15 16:20:00,600318.SH,600585,10jqka,被减持
华林证券,竞业达,华林证券在官网发布关于“竞业达”交易风险提示的公告，称公司自9月28日至11月15日股价短期内剧烈波动，群体性炒作明显,2022-11-15 15:03:00,002945.SZ,003005,10jqka,未知Unknown
中国电信,中国联通,会上，中国电信、中国移动、中国联通、中国铁塔、中国信息通信研究院、华为技术有限公司等6家单位，共同发起移动物联网高质量发展共同倡议：各行业各领域加快利用移动物联网技术开展应用创新，广泛挖...,2022-11-14 10:15:00,601728,600050.SH,10jqka,合作
中国国航,南方航空,港股航空股异动下跌，国泰航空、美兰空港跌超3%，中国国航、中国南方航空股份跌超2%,2022-11-14 10:10:00,601111.SH,600029.SH,10jqka,同跌
中国平安,中国太保,港股保险板块震荡走高，复兴国际涨近7%，中国平安涨超5%，中国太保、中国太平、保诚涨超4%,2022-11-14 09:50:00,601318.SH,601601.SH,10jqka,同涨
大唐发电,金风科技,港股绿色电力板块拉升，新奥能源涨超6%，中广核新能源涨超6%，大唐发电、金风科技涨超4%,2022-11-14 09:39:00,601991.SH,002202.SZ,10jqka,同涨
中国能建,葛洲坝,中国能建消息，11月14日，中国能建葛洲坝集团与安哥拉能源水利部宽扎河流域中游开发办公室（GAMEK）签署安哥拉凯凯输变电项目EPC合同，合同总额14.01亿美元,2022-11-14 22:12:00,601868,600068.SH,10jqka,合作
鱼跃医疗,传化智联,鱼跃医疗公告，重庆蚂蚁消费金融有限公司（消金公司）现已完成增资方案的调整，调整后，公司与蚂蚁集团、杭金数科、舜宇光学、传化智联、博冠科技、农信集团以共计人民币105亿元认购标的公司新增注册资本，其中，公司拟以自有资金人民币5.24亿元...,2022-11-14 19:38:00,002223.SZ,002010.SZ,10jqka,合作
君实生物,康希诺,恒指收涨1.70%，报17619.71点；恒生科技指数收涨1.80%，报3554.39点；抗疫、生物医药概念板块持续冲高，开拓药业涨超37%，腾盛博药涨超34%，君实生物涨超14%，康希诺生物涨超12%；内房及物管股全天领涨，港龙中国地产涨超62%，碧桂园涨超45%,2022-11-14 16:10:00,688180,688185,10jqka,同涨
光大银行,农业银行,经券中社记者多方核实，光大银行行长付万军目前已赴任农业银行，或将接棒农业银行行长一职,2022-11-14 15:29:00,601818.SH,601288.SH,10jqka,同行
科森科技,歌尔股份,科森科技在互动平台表示，歌尔股份被砍单对公司没有影响,2022-11-14 14:40:00,603626.SH,002241.SZ,10jqka,纠纷
光大银行,农业银行,据财新多方了解，光大银行行长付万军已调任农业银行,2022-11-14 13:13:00,601818.SH,601288.SH,10jqka,同行
君实生物,康希诺,港股抗疫板块午后持续走高，腾盛博药涨超22%，阿里健康、歌礼制药、君实生物涨超16%，开拓药业涨超13%，康希诺生物、中国中药等跟涨,2022-11-14 13:12:00,688180,688185,10jqka,同涨
京北方,东方国信,京北方、东方国信等上市公司均表示已在Web，3.0技术或产品方面有所布局,2022-11-12 04:55:00,002987,300166.SZ,10jqka,同行
