head,tail,sentence,time,head_code,tail_code,src,relation
宁德时代,协鑫能科,【斯诺威公司重整投资人为宁德时代】记者获悉相关资料显示，斯诺威公司重整投资人为宁德时代，备选重整投资人为协鑫能科,2022-11-28 13:59:55,300750.SZ,002015.SZ,eastmoney,未知Unknown
中国核电,东华能源,【中国核电联合东华能源新设绿能公司，注册资本5亿元】企查查APP显示，近日，中核东华茂名绿能有限公司成立，法定代表人为魏国良，注册资本5亿元，经营范围包含：热力生产和供应；海水淡化处理；以自有资金从事投资活动；新兴能源技术研发等,2022-11-28 12:45:18,601985.SH,002221.SZ,eastmoney,合作
中国核电,东华能源,企查查股权穿透显示，该公司由中国核电、东华能源共同持股,2022-11-28 12:45:18,601985.SH,002221.SZ,eastmoney,合作
四维图新,东风汽车,【六分科技携手东风悦享，助力L4级无人驾驶多场景落地】四维图新消息，近日，孵化于四维图新的六分科技与依托东风汽车技术中心孵化的科技公司东风悦享展开合作，为其无人物流车、无人清扫车、Sharing，Van园区无人小巴车提供高精度定位服务，助力其实现L4级无人驾驶多场景功能的应用,2022-11-28 12:03:01,002405.SZ,600006.SH,eastmoney,合作
中国银行,中国人寿,在保险参与个人养老金方面，日前，中国银行保险信息技术管理有限公司(中国银保信)披露了首批个人养老金保险产品名单，包含中国人寿、人保寿险、太平人寿、太平养老险、泰康人寿、国民养老保险等6家公司的7款养老产品,2022-11-26 09:44:59,601988,601628.SH,eastmoney,同行
建发股份,万达电影,11月以来累计涨幅超过10%的有8只个股，三羊马涨幅最大，11月以来股价累积上涨28.07%；必易微、建发股份、万达电影涨幅居前,2022-11-26 08:20:23,600153.SH,002739.SZ,eastmoney,同涨
紫光国微,复旦微电,国内厂商有望从中低容量和成熟制程起步不断突破，目前国内主要的FPGA厂商有紫光国微（含紫光同创）、复旦微电、安路科技等，2021年占据国内市场16%的份额,2022-11-26 16:45:14,002049.SZ,688385,eastmoney,同行
紫光国微,复旦微电,国内厂商产品认可度不断提升，但在产品丰富度与技术实力仍与海外厂商存在差距，未来成长空间大，建议重点关注安路科技、紫光国微和复旦微电,2022-11-26 16:45:14,002049.SZ,688385,eastmoney,同行
嘉凯城,信达地产,盘面上，房地产板块走势强劲，嘉凯城、信达地产等多股涨停，银行、燃气等板块涨幅居前；PET铜箔、TOPCon电池、钠离子电池等概念板块跌幅居前,2022-11-25 11:32:49,000918.SZ,600657.SH,eastmoney,同涨
长春燃气,南京公用,【燃气板块异动拉升】燃气板块异动拉升，美能能源（001299）涨超8%，德龙汇能（000593）、长春燃气（600333）、胜通能源（001331）、南京公用（000421）等跟涨,2022-11-25 11:04:37,600333.SH,000421.SZ,eastmoney,同涨
中远海控,中国外运,【港股航运股拉升，中远海控涨H股5%】截至发稿，中远海控涨5.30%、太平洋航运涨1.24%、中国外运涨0.42%,2022-11-25 09:54:35,601919.SH,601598.SH,eastmoney,同涨
中金公司,中信建投,【中旭未来在港交所递表申请港股主板IPO】中旭未来(ZX，Inc.)在港交所递表申请港股主板IPO，中金公司和中信建投国际担任联席保荐人,2022-11-25 23:07:37,601995,601066.SH,eastmoney,合作
东兴证券,泽达易盛,【东兴证券：泽达易盛涉嫌欺诈发行等事项对公司影响存在不确定性】东兴证券(601198)11月25日晚间发布风险提示，泽达易盛涉嫌欺诈发行、信息披露违法违规，可能因触及重大违法类强制退市情形而被终止上市，作为泽达易盛首次公开发行股票并在科创板上市的保荐机构、主承销商、持续督导机构，公司对给投资者带来的困扰深表歉意；目前公司经营正常，该事件对公司影响存在不确定性,2022-11-25 18:34:08,601198.SH,688555,eastmoney,未知Unknown
天鹅股份,乾景园林,【上交所：对天鹅股份等严重异常波动股票重点监控】上交所公告，本周对天鹅股份、乾景园林等严重异常波动股票和*ST泽达、*ST紫晶、ST曙光等风险警示股票进行重点监控，持续加强异常波动可转债交易监管，对96起加剧市场波动、误导投资者决策、影响交易秩序的异常交易行为及时采取了暂停投资者账户交易等监管措施，对24起拉抬打压、虚假申报等证券异常交易行为采取了书面警示等监管措施，对9起上市公司重大事项等进行专项核查，向证监会上报涉嫌违法违规案件线索1起,2022-11-25 18:23:04,603029.SH,603778.SH,eastmoney,同行
银轮股份,宁德时代,【银轮股份：与宁德时代签订战略合作协议】银轮股份(002126)11月25日晚间公告，公司与宁德时代签订战略合作协议，打造电池冷却板、铜铝巴、铝压铸件、CTC集成模块、储能柜冷却系统等全生命周期合作模式,2022-11-25 17:27:10,002126.SZ,300750.SZ,eastmoney,合作
以岭药业,中信证券,【以岭药业现1.04亿元平价大宗交易，机构买入】以岭药业今日出现1.04亿元平价大宗交易，成交价格为每股41.49元，卖方为中信证券上海分公司，买方为机构专用席位,2022-11-25 17:13:03,002603.SZ,600030.SH,eastmoney,未知Unknown
中国中车,时代电气,【中国中车：董事会同意时代电气向时代半导体公司单方增资24.6亿元】中国中车(601766)11月25日晚间公告，董事会同意时代电气以现金向其控股子公司时代半导体公司增资，由时代电气对时代半导体公司单方增资24.6亿元，并同意时代电气将功率半导体产业相关资产以非公开协议方式转让给时代半导体公司，转让价格为24.6亿元,2022-11-25 16:35:32,601766.SH,688187,eastmoney,被增持
中国电信,中国联通,截至发稿时，中国电信(00728.HK)涨超5%，中国联通(00762.HK)涨超4%,2022-11-25 14:58:50,601728,600050.SH,eastmoney,同涨
青岛银行,浙商银行,截至发稿时，青岛银行(03866.HK)涨51%，浙商银行(02016.HK)涨21%，哈尔滨银行(06138.HK)涨16%,2022-11-25 14:04:02,002948.SZ,601916.SH,eastmoney,同涨
中煤能源,中国神华,港股煤炭股午后上扬，兖矿能源涨超5%，兖煤澳大利亚涨近4%，中煤能源涨近3%，中国神华涨超2%,2022-11-25 13:44:03,601898.SH,601088.SH,eastmoney,同涨
固德威,智慧能源,【固德威安徽宣城投资设立智慧能源科技公司】企查查APP显示，近日，宣城东新智慧能源科技有限公司成立，注册资本1000万元，经营范围包含太阳能发电技术服务；风力发电技术服务；光伏设备及元器件销售；光伏发电设备租赁等,2022-11-24 11:37:04,688390,600869.SH,eastmoney,投资
多氟多,传艺科技,盘面上，钠离子电池概念走强，华盛锂电、多氟多、传艺科技等多股涨停，贵金属、房地产服务、油气开采及服务等板块涨幅居前；计算机设备、机场航运等板块走低,2022-11-24 11:34:27,002407.SZ,002866.SZ,eastmoney,同涨
农业银行,建设银行,【两日签约17家房企、超1.27万亿元授信，国有大行“卷”起来了】根据第一财经记者统计，截至目前，除了农业银行、建设银行暂未披露具体意向授信总金额外，六家国有大行共与17家房企开展合作(其中民营房企数量为9家)，共计提供意向性融资总额12750亿元,2022-11-24 21:56:05,601288.SH,601939,eastmoney,同行
宁德时代,亿纬锂能,【宁德时代、亿纬锂能将分别与宝马沈阳电池中心合作，提供电芯】11月24日，澎湃新闻记者从知情人士处获悉，在继国内动力电池龙头宁德时代后，宝马集团位于沈阳的动力电池中心也将与惠州亿纬锂能股份有限公司合作，从后者采购电芯,2022-11-24 19:48:53,300750.SZ,300014.SZ,eastmoney,合作
中远海科,中铝国际,中字头权重股走弱，中远海科逼近跌停，中铝国际和中粮科工等多股跌超5%；赛道股延续反弹走势，钠离子电池股领涨，医药股午后再度走强，电子竞技、机场、军工等板块跌幅居前,2022-11-24 19:03:04,002401.SZ,601068.SH,eastmoney,同涨
深圳能源,浙商银行,【深圳能源集团与浙商银行签署战略合作协议】11月23日，浙商银行股份有限公司总行行长张荣森率队到访深圳能源集团，双方就进一步推进银企合作展开座谈，并签署战略合作协议,2022-11-24 18:43:06,000027.SZ,601916.SH,eastmoney,合作
特变电工,新疆众和,【特变电工：拟30.15亿投建热电联产项目，拟2亿元-3亿元增持新疆众和股权】特变电工公告，控股子公司天池能源公司以其全资子公司新疆特变电工楼兰新能源有限公司为主体投资建设若羌2×350MW热电联产项目，项目总投资金额30.15亿元,2022-11-24 18:22:46,600089.SH,600888.SH,eastmoney,上级
工商银行,金地集团,【工商银行与12家全国性房企签约提供意向性融资支持逾6500亿元】11月24日，中国工商银行与万科集团、金地集团、绿城中国、龙湖集团、碧桂园集团、美的置业、金辉集团等12家全国性房地产企业，以总对总方式签订战略合作协议，提供意向性融资总额达6550亿元，汇聚银企合力，共促房地产市场平稳健康发展,2022-11-24 16:19:57,601398.SH,600383.SH,eastmoney,合作
科大讯飞,绿地控股,【科大讯飞、绿地控股于苏州投资新设数字科技公司】企查查APP显示，近日，苏州讯绿数字科技有限公司成立，注册资本1000万元，经营范围包含：互联网信息服务；大数据服务；软件外包服务；知识产权服务等,2022-11-24 14:08:13,002230.SZ,600606.SH,eastmoney,合作
科大讯飞,绿地控股,企查查股权穿透显示，该公司由科大讯飞、绿地控股集团有限公司、绿地地产集团有限公司间接共同持股,2022-11-24 14:08:13,002230.SZ,600606.SH,eastmoney,合作
中国中冶,中国铁建,【港股中字头概念股延续涨势，中国中冶涨超8%】截至发稿，中国中冶涨8.28%、中国交通建设涨3.60%、中国中铁涨2.99%、中国铁建涨2.55%,2022-11-23 10:04:04,601618,601186,eastmoney,同涨
秦川机床,江丰电子,【秦川机床江丰电子半导体靶材高端装备协同创新中心揭牌成立】据秦川机床消息，11月21日，秦川集团与江丰电子签署共建“集成电路制造用超高纯金属溅射靶材高端装备协同创新中心”框架协议,2022-11-23 08:34:09,000837.SZ,300666.SZ,eastmoney,合作
江丰电子,秦川机床,秦川集团董事长严鉴铂，江丰电子董事长兼首席技术官姚力军出席签约仪式并共同为“秦川机床江丰电子，半导体靶材高端装备协同创新中心”揭牌,2022-11-23 08:34:09,300666.SZ,000837.SZ,eastmoney,合作
万顺新材,宁德时代,【万顺新材：全资孙公司与宁德时代签订合作框架协议】万顺新材公告，公司全资孙公司安徽中基与宁德时代签订合作框架协议，在2023年1月1日至2026年12月31日期间，安徽中基承诺向宁德时代供应锂电铝箔，最低供货量合计为32万吨,2022-11-23 18:02:09,300057.SZ,300750.SZ,eastmoney,合作
贵州茅台,以岭药业,隆基绿能、贵州茅台、以岭药业分别获净买入4.71亿元、2.13亿元、1.33亿元,2022-11-23 17:30:30,600519.SH,002603.SZ,eastmoney,同涨
周大生,菜百股份,【深圳开展黄金流通改革试点，黄金流转综合服务平台启幕】深圳市罗湖区与上海黄金交易所深圳中心共同开展黄金流通改革试点，并联合特力集团、周大福、周大生、菜百股份、众恒隆、深圳高新投及深珠宝多家企业参与，共同打造黄金流转综合服务平台,2022-11-23 17:16:39,002867.SZ,605599,eastmoney,合作
粤水电,张家界,【粤水电：收到张家界市2022年风电项目竞争配置优选投资主体（包组一）成交确认书】粤水电(002060)11月23日晚间公告，公司近日收到张家界市公共资源交易中心的《张家界市2022年风电项目竞争配置优选投资主体(包组一)成交确认书》，确定公司为张家界市2022年风电项目竞争配置包组一的竞得方，包组一7个项目动态总投资合计约20.69亿元,2022-11-23 17:06:05,002060.SZ,000430.SZ,eastmoney,供应
农业银行,金地集团,【农行与五家房企签署银企战略合作协议】今日下午，中国农业银行与中海发展、华润置地、万科集团、龙湖集团、金地集团五家房企举行银企战略合作协议签约仪式，银企各方将利用各自行业优势，整合资源，围绕商品房、保障房、城市更新等重点领域，在房地产开发贷款、个人住房按揭贷款、并购贷款、债券承销与投资等业务方面，进一步加深合作，建立长期稳定的合作关系,2022-11-23 16:26:16,601288.SH,600383.SH,eastmoney,合作
康希诺,复星医药,医药板块走低，康希诺生物跌近14%，开拓药业跌7.3%，复星医药跌3.8%,2022-11-23 16:11:07,688185,600196.SH,eastmoney,同跌
康希诺,复星医药,医药板块走低，康希诺生物跌近14%，开拓药业跌7.3%，复星医药跌3.8%,2022-11-23 16:09:22,688185,600196.SH,eastmoney,同跌
亿纬锂能,恩捷股份,【亿纬锂能：与恩捷股份的合作项目进展正常】亿纬锂能在互动平台表示，公司与恩捷股份的合作项目未受影响，进展正常；双方按既定计划正全力推进16亿平方米湿法锂离子电池隔离膜和涂布膜项目的建设,2022-11-23 13:29:16,300014.SZ,002812.SZ,eastmoney,合作
康缘药业,老百姓大药房,【康缘药业散寒化湿颗粒今日开售】记者从知情人士获悉，今日开始，康缘药业旗下散寒化湿颗粒在南京、长沙等城市的老百姓大药房销售，并且同步在康济大药房的线上开售，价格为289元一盒,2022-11-23 12:07:36,600557.SH,603883,eastmoney,未知Unknown
健之佳,康缘药业,此外，11月24号、25号在广西地区健之佳大药房开始线下销售，并且同步在京东、阿里的康缘药业旗舰店陆续开始销售，后续也将在全国全面铺开,2022-11-23 12:07:36,605266,600557.SH,eastmoney,同行
松芝股份,比亚迪,【松芝股份：后续即将量产比亚迪、蔚来等客户的空调箱项目】松芝股份(002454)近日接受机构调研时表示，目前公司在三季度已经量产上汽通用的一个空调箱项目，后续即将量产包括比亚迪、蔚来等客户的空调箱项目，对公司业务发展还是很有意义的,2022-11-22 10:49:32,002454.SZ,002594.SZ,eastmoney,供应
比亚迪,长城汽车,港股汽车股震荡走低，小鹏汽车跌超4%，蔚来跌超3%，理想汽车、比亚迪股份、零跑汽车、长城汽车跌超1%,2022-11-22 10:08:38,002594.SZ,601633.SH,eastmoney,同跌
正海磁材,歌尔股份,【正海磁材：在智能消费电子领域，公司客户已涵盖瑞声科技、歌尔股份、鸿海科技、Bose等国内外知名企业】正海磁材近期在接受调研时表示，在智能消费电子领域，公司客户已涵盖瑞声科技、歌尔股份、鸿海科技、Bose等国内外知名企业,2022-11-22 22:46:06,300224.SZ,002241.SZ,eastmoney,供应
融捷健康,比亚迪,【融捷健康：不存在比亚迪半导体借壳公司的事项】融捷健康在互动平台表示，不存在比亚迪半导体借壳公司的事项,2022-11-22 17:40:23,300247.SZ,002594.SZ,eastmoney,纠纷
正泰电器,通润装备,【正泰电器：拟10.2亿元收购通润装备29.99%股份，将成为通润装备控股股东】正泰电器公告，拟与一致行动人温州卓泰通过支付现金方式收购通润装备29.99%股份，转让价款总额为10.2亿元,2022-11-22 16:53:57,601877.SH,002150.SZ,eastmoney,投资
中铝国际,中国中冶,【恒生指数收跌1.31%，恒生科技指数跌3.21%】恒生指数收跌1.31%，恒生科技指数跌3.21%，基建股、军工股逆市大涨，汽车、软件应用跌幅居前，中铝国际涨超25%，中国中冶涨超12%，哔哩哔哩、美团跌超8%，小鹏汽车跌超6%,2022-11-22 16:11:55,601068.SH,601618,eastmoney,同涨
以岭药业,九安医疗,其中，以岭药业、九安医疗均遭主力资金净流出超9亿元,2022-11-22 14:48:23,002603.SZ,002432.SZ,eastmoney,同行
中国中冶,中国联通,截至发稿时，中国中冶(01618.HK)涨超14%，中国交通建设(01800.HK)涨超10%，中国联通(00762.HK)涨超9%,2022-11-22 13:20:07,601618,600050.SH,eastmoney,同涨
中国联通,中国石油,电讯、能源行业涨幅居前，中国联通大涨10%创逾1年半新高，中国石油股份升3%,2022-11-22 12:00:58,600050.SH,601857,eastmoney,同涨
大金重工,涪陵榨菜,【早间公告：大金重工签订70亿元项目投资意向协议；涪陵榨菜涪陵生产基地受疫情影响临时停产】①大金重工：公司与鞍山市千山区政府就“塔筒、叶片生产基地和陆上集中式风电”项目的开发建设合作事宜签订《项目投资意向协议》，项目投资总额70亿元,2022-11-21 08:34:55,002487.SZ,002507.SZ,eastmoney,合作
牧原股份,神农集团,其中，牧原股份以149.37亿元位列第一，神农集团同比增速达260%，增速位列第一,2022-11-21 07:42:56,002714.SZ,605296,eastmoney,同行
东方财富,天鹅股份,11月21日晚间，在东方财富网股吧人气排行榜上，天鹅股份位列第一,2022-11-21 21:05:35,300059.SZ,603029.SH,eastmoney,同行
华创阳安,新希望,【华创阳安：新希望化工拟减持不超过2%股份】华创阳安公告，新希望化工拟减持不超过2%股份,2022-11-21 19:09:48,600155.SH,000876,eastmoney,被减持
卫士通,中电科,【卫士通：证券简称变更为“电科网安”】卫士通(002268)11月21日晚间公告，拟变更公司全称为“中电科网络安全科技股份有限公司”，证券简称变更为“电科网安”,2022-11-21 18:35:34,002268.SZ,600877.SH,eastmoney,上级
中伟股份,中国银行,【中伟股份：拟申请注册不超过人民币40亿元的融资工具】中伟股份公告，拟向中国银行间市场交易商协会申请注册不超过人民币40亿元的银行间债券市场非金融企业债务融资工具,2022-11-21 15:46:30,300919,601988,eastmoney,未知Unknown
浙商证券,妙可蓝多,【浙商证券给予妙可蓝多买入评级】浙商证券11月20日发布研报称，给予妙可蓝多买入评级,2022-11-20 09:56:43,601878.SH,600882.SH,eastmoney,未知Unknown
西部超导,铂力特,西部超导、华秦科技、铂力特3家科创板上市公司与多方投资者开展线上交流与讨论,2022-11-20 23:51:17,688122.SH,688333.SH,eastmoney,合作
上海电力,外高桥,【上海电力：外高桥一厂扩容量替代项目获同意开展前期工作】上海电力(600021)11月20日晚间公告，近日，经上海市发改委批准，同意公司外高桥一厂扩容量替代项目开展前期工作,2022-11-20 19:39:44,600021.SH,600648.SH,eastmoney,未知Unknown
红太阳,博思软件,ST红太阳、博思软件、ST大集前三季度归母净利润同比翻倍增长,2022-11-19 08:36:50,000525.SZ,300525.SZ,eastmoney,同行
中远海能,天津港,【港股航运股反弹，中远海能涨超4%】截至发稿，中远海能涨4.23%、太平洋航运涨2.63%、天津港发展涨1.96%、东方海外国际涨1.38%,2022-11-18 09:58:29,600026.SH,600717.SH,eastmoney,同涨
伟时电子,彩虹股份,9月30日起至11月17日收盘，TCL科技、伟时电子、彩虹股份、冠捷科技等多家面板行业上市公司期间涨幅均超20%,2022-11-18 01:34:28,605218,600707.SH,eastmoney,同涨
吉祥航空,春秋航空,截至11月18日，新京报贝壳财经记者已从东航、厦门航空、山东航空、吉祥航空、春秋航空、首都航空等6家航司官网看到了部分航线调整运价的通知，其中东航、山航、首航3家航司11月以来已发布了两次部分航线价格调整通告,2022-11-18 22:04:07,603885.SH,601021.SH,eastmoney,同行
西安饮食,竞业达,【深交所：本周对近期涨幅异常的“西安饮食”“竞业达”进行重点监控】深交所消息，11月14日至11月18日，深交所共对103起证券异常交易行为采取了自律监管措施，涉及盘中拉抬打压、虚假申报等异常交易情形；对近期涨幅异常的“西安饮食”“竞业达”进行重点监控；共对24起上市公司重大事项进行核查，并上报证监会2起涉嫌违法违规案件线索,2022-11-18 19:07:51,000721.SZ,003005,eastmoney,未知Unknown
江苏银行,宁沪高速,【江苏银行：宁沪高速11月18日增持公司0.52%股份】江苏银行(600919)11月18日晚间公告，股东宁沪高速11月18日增持本行股份7660万股，占本行总股本的0.52%,2022-11-18 16:58:00,600919.SH,600377.SH,eastmoney,减持
中国通号,中国神华,【中国通号：与国家能源集团完成项目合同签署】据中国通号消息，11月14日，中国通号与国家能源集团完成了《中国神华重载列车群组运行控制系统技术研究与应用》项目合同签署,2022-11-18 12:48:14,688009.SH,601088.SH,eastmoney,合作
中国神华,中国通号,该项目是国家能源集团2022年十大重大科研项目之一，中国神华能源股份有限公司作为实施单位；中国通号负责技术研发，主要领导深抓细管、靠前指挥，前期配套了重大专项、制定专项改革机制，在方向论证、技术攻关、实验室建设等关键节点深度把控,2022-11-18 12:48:14,601088.SH,688009.SH,eastmoney,同行
四川长虹,中国电信,【四川长虹与中国电信联合发布“天翼轻云盒”】11月18日，第十届中国(绵阳)科技城国际科技博览会上，四川长虹旗下长虹网络科技与中国电信联合发布全新大屏终端产品“天翼轻云盒”,2022-11-18 12:13:09,600839.SH,601728,eastmoney,合作
康跃科技,以岭药业,【康跃科技：未与以岭药业合作，会考虑变更公司名称事项】康跃科技(300391)11月17日在互动平台回复投资者提问表示，公司种植的中药材品种基本全部用于公司中药饮片生产销售，如有未能完全使用的情况，公司会对外进行出售,2022-11-17 08:37:23,300391.SZ,002603.SZ,eastmoney,合作
柏楚电子,锐科激光,受益标的：柏楚电子、锐科激光、长光华芯,2022-11-17 08:21:30,688188.SH,300747.SZ,eastmoney,同行
长川科技,新莱应材,我们持续看好国产替代进程的加速，关注核心设备标的：拓荆科技、长川科技、富创精密、新莱应材,2022-11-17 08:21:30,300604.SZ,300260.SZ,eastmoney,同行
圣邦股份,思瑞浦,我们建议关注三类公司：（1）全产品平台型公司，比如圣邦股份、思瑞浦等,2022-11-17 08:01:39,300661.SZ,688536,eastmoney,同行
久立特材,永兴材料,【久立特材：拟出售不超3.62%永兴材料股份】久立特材11月17日公告，公司拟自股东大会审议通过该事项之日起12个月内通过大宗交易方式逐步出售永兴材料股份不超过1500万股，即不超过永兴材料当前总股本的3.62%,2022-11-17 17:11:00,002318.SZ,002756.SZ,eastmoney,减持
宁德时代,海通证券,【宁德时代今日现4.77亿元折价大宗交易，成交价337.6元/股】11月17日，宁德时代出现4.77亿元折价大宗交易，成交价每股337.6元，海通证券上海余姚路卖出，机构、海通证券上海余姚路接盘,2022-11-17 17:00:57,300750.SZ,600837.SH,eastmoney,被减持
康希诺,君实生物,港股抗疫概念股午后震荡走高，三叶草生物(02197.HK)涨13%，康希诺生物(06185.HK)、君实生物(01877.HK)涨3%,2022-11-17 14:40:29,688185,688180,eastmoney,同涨
日照港,青岛港,日照港60增2，青岛港111平，两港总库存171较上周增1,2022-11-16 09:08:24,600017.SH,601298.SH,eastmoney,同行
海天味业,千禾味业,【海天味业“添加剂”余波：，丢掉10月电商市占率第一，千禾取而代之】酱油“添加剂”风波已经过去月余，调味品市场影响几何？有市场监测数据显示，海天味业(603288.SH)丢掉了酱油品类10月电商市占率第一的位置，主打“零添加”的千禾味业(603027.SH)则取而代之,2022-11-16 01:40:43,603288.SH,603027.SH,eastmoney,同行
中科金财,视觉中国,【概念股中科金财、视觉中国等纷纷涨停，谁在蹭AIGC热点？】11月16日，AIGC概念股开盘大涨，截至收盘AIGC概念位居板块排行榜首位,2022-11-16 22:20:36,002657.SZ,000681.SZ,eastmoney,同涨
国泰君安,海通证券,消息面上，近期，包括国盛证券、国泰君安、海通证券和德邦证券等在内的多只券商团队表示看好AIGC(人工智能生成内容),2022-11-16 22:20:36,601211.SH,600837.SH,eastmoney,同行
中国平安,东方财富,中国平安、中国中免、东方财富分别获净买入5.03亿元、4.84亿元、4.49亿元,2022-11-16 17:31:06,601318.SH,300059.SZ,eastmoney,未知Unknown
中国平安,东方财富,中国平安、中国中免、东方财富分别获净买入5.03亿元、4.84亿元、4.49亿元,2022-11-16 17:30:50,601318.SH,300059.SZ,eastmoney,增持
七彩化学,美联新材,【七彩化学：拟合资投建年产18万吨电池级普鲁士蓝(白)项目】七彩化学(300758)11月16日晚间公告，公司与美联新材拟共同出资设立辽宁美彩新材料有限公司，并以该公司为实施主体投资25亿元建设年产18万吨电池级普鲁士蓝(白)项目,2022-11-16 17:16:04,300758.SZ,300586.SZ,eastmoney,合作
北京银行,浦发银行,【上海民营经济发展论坛暨长三角绿色交通产业链高质量发展大会举行】会上，长三角绿色交通产业综合服务平台启动，长三角绿色交通产业链联盟与北京银行、浦发银行签订战略合作协议,2022-11-16 17:00:48,601169.SH,600000.SH,eastmoney,合作
先惠技术,宁德时代,【先惠技术：签订合计约7.55亿元重大合同】先惠技术公告，自2022年8月31日起至本公告披露日，公司及福建东恒累计收到宁德时代及其控股子公司各类合同及定点通知单金额合计约为人民币7.55亿元,2022-11-16 16:57:01,688155,300750.SZ,eastmoney,合作
贝泰妮,华泰证券,【贝泰妮出现11.17亿元折价大宗交易，成交价131.79元/股】11月16日，贝泰妮出现11.17亿元折价大宗交易，成交价每股131.79元，机构接盘，华泰证券成都蜀金路卖出,2022-11-16 16:35:20,300957,601688.SH,eastmoney,未知Unknown
苏州固锝,闻泰科技,盘面上，半导体板块走强，创耀科技，苏州固锝、闻泰科技等多只个股涨停，元器件、证券等行业板块以及工业母机概念板块涨幅居前；供销社、鸡肉等概念板块板块跌幅居前,2022-11-15 11:33:42,002079.SZ,600745.SH,eastmoney,同涨
长城汽车,比亚迪,港股新能源汽车板块持续拉升，小鹏汽车涨超9%，吉利汽车、理想汽车涨近4%，长城汽车、比亚迪股份等跟涨,2022-11-15 10:28:16,601633.SH,002594.SZ,eastmoney,同涨
中信建投,国泰君安,第二至第八名依次为中信建投期货、弘业期货、国泰君安期货、光大期货、海通期货、上海东证期货、兴业期货，月均管理规模分别为294.14亿、256.64亿、229.78亿、157.25亿、129亿、124.94亿、110.82亿元,2022-11-15 09:27:19,601066.SH,601211.SH,eastmoney,同行
传化智联,鱼跃医疗,【重庆蚂蚁消金公司拟增资105亿元，传化智联和鱼跃医疗参与认购】鱼跃医疗11月14日晚间披露公告显示，重庆蚂蚁消费金融公司增资方案确定，包括蚂蚁集团、杭州金投数字科技、舜宇光学、传化智联、鱼跃医疗、博冠科技、重庆农信投资在内的多家公司将参与本轮增资的股权认购,2022-11-15 07:22:22,002010.SZ,002223.SZ,eastmoney,未知Unknown
东宝生物,以岭药业,【东宝生物：子公司益青生物是以岭药业重要供应商】东宝生物11月15日在互动平台表示，子公司益青生物作为抗疫物资企业以岭药业的重要供应商，主要向其提供连花清瘟胶囊、通心络胶囊、参松养心胶囊、芪苈强心等品种的胶囊系列产品,2022-11-15 18:30:22,300239.SZ,002603.SZ,eastmoney,供应
中国海诚,青山纸业,【中国海诚：子公司与青山纸业签订6.57亿元合同】中国海诚(002116)11月15日晚间公告，公司全资子公司中国轻工业长沙工程有限公司与福建省青山纸业股份有限公司签订《福建省青山纸业股份有限公司碱回收技改项目设计、采购、施工(EPC)总承包合同》，合同总额6.57亿元，占公司2021年度营业总收入的12.48%，工期16.5个月,2022-11-15 17:20:52,002116.SZ,600103.SH,eastmoney,合作
财达证券,光大证券,截至今日收盘，券商板块大涨近4%，板块单日涨幅创3个月以来新高，财达证券、光大证券、湘财股份等多股涨停，其中湘财股份自11月11日启动走强以来，截至今天收盘录得3连板,2022-11-15 17:00:26,600906,601788.SH,eastmoney,同涨
宁德时代,众泰汽车,【“碰瓷”宁德时代被警告！众泰董事长遭证监会“点名”问责，新能源车型仍遥遥无期？】一句“动力电池技术比宁德时代更先进”让众泰汽车在被深交所关注后，又被证监会“点名”问责,2022-11-15 16:30:48,300750.SZ,000980.SZ,eastmoney,同行
新力金融,海螺水泥,【新力金融：海螺水泥计划减持公司不超1%股份】新力金融(600318)11月15日晚间公告，海螺水泥计划自15个交易日后的6个月内，通过集中竞价交易方式减持公司股票不超过512.72万股，即不超过公司总股本的1%,2022-11-15 16:25:37,600318.SH,600585,eastmoney,减持
华林证券,竞业达,【华林证券：竞业达股价短期内剧烈波动，群体性炒作明显】11月15日消息，华林证券在官网发布关于“竞业达”交易风险提示的公告，称自9月28日至11月15日股价短期内剧烈波动，群体性炒作明显,2022-11-15 15:08:20,002945.SZ,003005,eastmoney,未知Unknown
亿纬锂能,国轩高科,【亿纬锂能、国轩高科回应减产：排产正常，正赶交付】近日，有消息称，由于碳酸锂价格突破60万元/吨，电池厂计划减产,2022-11-15 13:49:00,300014.SZ,002074.SZ,eastmoney,同行
招商银行,邮储银行,【港股银行股多数上涨，招商银行涨超9%】截至发稿，招商银行涨9.27%、恒生银行涨6.12%、哈尔滨银行涨5.36%、邮储银行涨2.94%,2022-11-14 09:58:09,600036.SH,601658,eastmoney,同涨
嘉益股份,哈尔斯,保温杯外需走强，订单向领军企业集中，利好嘉益股份、哈尔斯,2022-11-14 08:38:33,301004,002615.SZ,eastmoney,同行
千味央厨,日辰股份,受疫情影响，餐饮企业推新进度放缓，我们预计从下半年开始推新速度将加速，明年或为餐饮行业推新大年，建议关注千味央厨、日辰股份和宝立食品；2）小B规模化竞争优势带来的强稳定性,2022-11-14 07:55:50,001215,603755.SH,eastmoney,同行
千味央厨,全聚德,除了思念、三全、安井、千味央厨等传统速冻企业以及海底捞、西贝、全聚德等餐饮企业已纷纷入局外，专业做预制菜的企业也轮番上阵,2022-11-14 03:55:51,001215,002186.SZ,eastmoney,同行
