head,tail,sentence,time,head_code,tail_code,src,relation
新华制药,白云山,【港股抗疫概念股走高，山东新华制药股份涨超11%】截至发稿，山东新华制药股份涨11.54%、京东健康涨2.86%、中国生物制药涨2.19%、白云山涨1.89%,2022-12-06 09:46:38,000756.SZ,600332.SH,eastmoney,同涨
万泰生物,神州细胞,【两天内四家宣布：新冠肺炎疫苗被纳入紧急使用！千亿市值“疫苗第一股”应声大跌】在过去的两天内，万泰生物、神州细胞、三叶草生物及四川大学华西医院等四家机构接连对外披露，其研发的新冠疫苗被纳入紧急使用,2022-12-06 00:34:15,603392,688520,eastmoney,同行
智飞生物,康希诺,受其影响，12月5日，千亿市值“疫苗第一股”智飞生物股价下跌3.6%、康希诺跌8.84%,2022-12-06 00:34:15,300122.SZ,688185,eastmoney,同跌
五粮液,京山轻机,主力资金净买入前20大个股中，主力净买排名第一的是五粮液，净买额10.2亿元；主力净买排名第二的是京山轻机，净买额超7亿元,2022-12-06 18:33:36,000858.SZ,000821.SZ,eastmoney,增持
交大昂立,大众交通,【交大昂立：大众交通及一致行动人拟减持不超过4%股份】交大昂立公告，股东大众交通及一致行动人拟减持公司股份合计不超过公司总股本的4%,2022-12-06 17:31:11,600530.SH,600611.SH,eastmoney,被减持
合力泰,闻泰科技,【天德钰：公司产品已广泛应用于华为等手机品牌】天德钰(688252)在互动平台表示，目前已与BOE、群创光电、华星光电、合力泰、国显科技、星源电子、华勤通讯、闻泰科技、龙旗通讯等知名下游企业建立了稳定的合作关系，产品已广泛应用于华为、小米、三星、OPPO、VIVO、传音等手机品牌以及亚马逊、谷歌、百度等平板/智能音箱客户；360、小天才等智能穿戴客户,2022-12-05 08:56:51,002217.SZ,600745.SH,eastmoney,合作
鞍重股份,康隆达,而鞍重股份和康隆达科技两家公司表示，前者控股的江西领能锂业，后者控股的江西天成锂业、江西协成锂业停产的原因，是为配合宜春上高县高新技术产业园基础设施升级改造(嘉美路改造工程),2022-12-05 21:05:20,002667.SZ,603665.SH,eastmoney,同行
中信证券,中国银行,中信证券联合中国银行作为主承销商承销该笔债券，中债信用增进公司为集团提供全额无条件、不可撤销的连带责任保证担保,2022-12-05 20:01:33,600030.SH,601988,eastmoney,合作
康希诺,神州细胞,【康希诺迎竞争者？神州细胞新冠疫苗获批，股价高开低走】12月4日晚，生物技术公司神州细胞(688520.SH)发布公告称，由公司自主开发的新冠病毒疫苗(代号：SCTV01C)获批紧急使用,2022-12-05 17:19:56,688185,688520,eastmoney,供应
比亚迪,天合光能,【美商务部公布光伏电池反规避调查初裁决定，涉事企业回应】12月5日上午，针对美国商务部12月2日发布针对光伏电池和组件的反规避调查初裁决定，比亚迪、天合光能、隆基绿能等涉事企业称，这只是初步的裁定，暂时还不具备法律效应，目前公司通关正常，会跟进后续的进展,2022-12-05 16:02:23,002594.SZ,688599,eastmoney,同行
宁德时代,比亚迪,【10月全球电动汽车动力电池装机量达48GWh，宁德时代、比亚迪领跑】韩国市场研究机构，SNE，Research公布的数据显示，2022年10月，全球电动汽车电池装机量达到48GWh，同比增长73.6%，连续28个月保持稳定增长,2022-12-05 12:59:26,300750.SZ,002594.SZ,eastmoney,同行
宁德时代,比亚迪,厂商排名方面，两家中国的厂商宁德时代和比亚迪领跑了整个动力电池行业，装机量分别达到了18.1GWh和7.8GWh，占据的市场份额分别达到了37.6%和16.2%,2022-12-05 12:59:26,300750.SZ,002594.SZ,eastmoney,同行
永茂泰,中泰证券,【永茂泰：公司安徽16万吨再生铝合金项目预计2023年投产】上市公司永茂泰(605208)最新公布的投资者关系活动记录表显示，该公司于12月1日接受中泰证券等机构调研,2022-12-05 12:05:36,605208,600918,eastmoney,供应
金石资源,永和股份,受此影响，两大龙头股金石资源、永和股份近期股价均有明显上涨,2022-12-04 09:23:00,603505.SH,605020,eastmoney,同涨
浙江医药,中欣氟材,钠创新能源首席科学家马紫峰重点介绍了钠离子电池工作原理特点，阐述了钠创作为链主型企业带动浙江医药、中欣氟材等企业联动开发钠电电解液原料，推动钠电产业集群的发展规划,2022-12-13 10:44:55,600216.SH,002915.SZ,yuncaijing,同行
蓝帆医疗,国际医学,云财经讯，蓝帆医疗公告，公司拟在上海市浦东新区上海国际医学园区投资建设蓝帆医疗科创总部及产业化基地项目，用于蓝帆医疗全球商业总部及高值产医疗器械生产基地，未来将承担蓝帆医疗冠脉介入、结构性心脏病、外周介入、神经介入和微创外科5个产品线的研发与生产功能，以及蓝帆医疗高端医疗器械的总部职能，包括不限于战略规划、投资并购、财务中心等,2022-12-13 20:37:09,002382.SZ,000516.SZ,yuncaijing,投资
中国宝安,马应龙,云财经讯，中国宝安（000009）12月13日晚间公告，近日，公司下属子公司马应龙、华一发展有限公司、中国宝安集团控股有限公司、国发建富实业有限公司拟将合计持有的深圳大佛药业股份有限公司5946.9万股股份（占大佛药业当前总股本的86.816%）转让给杭州云柏医药科技有限公司，交易单价为4.38元/股,2022-12-13 18:28:33,000009.SZ,600993.SH,yuncaijing,上级
中持股份,中国建筑,云财经讯，中持股份（603903）12月13日晚间公告，公司与长江生态环保集团有限公司、上海勘测设计研究院有限公司、中国建筑第五工程局有限公司、中国安能集团第一工程局有限公司联合体中标江苏省苏州市吴江区农村生活污水治理PPP项目，项目总投资约为16.1亿元，项目合作期26.5年，包括项目建设期和运营期,2022-12-13 18:06:54,603903.SH,601668,yuncaijing,合作
新华制药,比亚迪,港股通（沪）方面，山东新华制药股份、华虹半导体分别获净买入1.21亿港元、1.0亿港元；恒生中国企业遭净卖出6.13亿港元；港股通（深）方面，美团-W、比亚迪股份分别获净买入2.82亿港元、2.24亿港元；腾讯控股遭净卖出1.71亿港元,2022-12-13 17:37:01,000756.SZ,002594.SZ,yuncaijing,同行
海正药业,中国银行,云财经讯，海正药业公告，拟向中国银行间市场交易商协会申请注册发行总金额不超过人民币10亿元、期限不超过9个月的超短期融资券,2022-12-13 16:59:35,600267.SH,601988,yuncaijing,未知Unknown
濮耐股份,八一钢铁,云财经讯，濮耐股份（002225）12月13日晚间公告，公司近期收到客户宝武集团下属的八一钢铁发来的中标通知，公司中标其炼钢耐材整体承包项目，期限五年，预计中标金额合计12.48亿元（含税），占公司2021年度经审计营业收入的28.51%,2022-12-13 16:59:31,002225.SZ,600581.SH,yuncaijing,供应
海通证券,光大证券,云财经讯，宣泰医药再涨超10%，换手率近55%，一机构卖出1485万元，海通证券上海黄浦区福州路、平安证券会员总部、光大证券证券投资部均买入上千万元,2022-12-13 16:44:21,600837.SH,601788.SH,yuncaijing,同涨
东方雨虹,兴发集团,云财经讯，据东方雨虹消息，近日，东方雨虹控股董事长李卫国一行拜会兴发集团董事长李国璋，双方就进一步加强务实合作进行深入交流,2022-12-13 14:44:47,002271.SZ,600141.SH,yuncaijing,合作
东方雨虹,兴发集团,此次会晤是自东方雨虹收购“兴发凌志”（现名“雨虹兴发”）并与兴发集团开启全面战略合作以来，双方就全面战略合作相关事宜落地进行的首次座谈,2022-12-13 14:44:47,002271.SZ,600141.SH,yuncaijing,合作
中远海能,康希诺,软件、运输涨幅居前，海丰国际劲升6%，金蝶国际、中远海能涨超5%；医药板块单边下行，康希诺生物跌超7%，翰森制药跌逾5%,2022-12-13 12:11:11,600026.SH,688185,yuncaijing,同涨
中金公司,中信证券,上美股份12月4日通过港交所聆讯，摩根大通、中金公司和中信证券担任联席保荐人,2022-12-12 11:35:31,601995,600030.SH,yuncaijing,未知Unknown
中国电信,中国联通,云财经讯，中国电信、中国联通、中国移动三大运营商先后表示，将按照相关法律规定，自12月13日0时“通信行程卡”服务下线后，同步删除用户行程相关数据，依法保障个人信息安全,2022-12-12 21:45:56,601728,600050.SH,yuncaijing,同行
丽珠集团,健康元,云财经讯，丽珠集团（000513）12月12日晚间公告，公司与控股股东健康元原拟共同投资设立合伙企业,2022-12-12 20:33:33,000513.SZ,600380.SH,yuncaijing,合作
丽珠集团,健康元,经双方审慎考虑并充分论证，现决定不再设立合伙企业，变更为共同投资设立合资公司，丽珠集团与健康元分别以现金出资6亿元及4亿元,2022-12-12 20:33:33,000513.SZ,600380.SH,yuncaijing,合作
包钢股份,北方稀土,云财经讯，包钢股份：经包钢集团协调，公司与北方稀土协商，拟将稀土精矿价格调整为不含税35313元/吨,2022-12-12 16:53:02,600010.SH,600111.SH,yuncaijing,合作
联得装备,京东方,云财经讯，联得装备公告，近日，必联网发布了《京东方重庆第6代AMOLED（柔性）生产线项目评标结果公示公告》，公司为该项目第一中标候选人,2022-12-12 15:42:43,300545.SZ,000725.SZ,yuncaijing,供应
宜宾纸业,五粮液,云财经讯，宜宾纸业公告，控股股东四川省宜宾五粮液集团有限公司被确定为四川银鸽竹浆纸业有限公司重整投资人，五粮液集团将新设全资子公司取得四川银鸽的经营性资产和相关业务，承诺有偿委托宜宾纸业全面托管新设主体的生产经营，符合条件后优先以公允价格向宜宾纸业转让四川银鸽的业务、资产或新设主体的股权,2022-12-12 15:38:06,600793.SH,000858.SZ,yuncaijing,上级
工商银行,中国银行,云财经讯，自12日起，重庆市启动本外币合一银行结算账户体系试点，本次试点将在工商银行重庆市分行、中国银行重庆市分行部分营业网点开展,2022-12-12 14:15:20,601398.SH,601988,yuncaijing,同行
丰乐种业,以岭药业,云财经讯，丰乐种业（000713）在互动平台表示，公司子公司丰乐香料是以岭药业的薄荷脑供应商,2022-12-12 13:49:47,000713.SZ,002603.SZ,yuncaijing,供应
和胜股份,宁德时代,云财经讯，和胜股份（002824）12月11日晚间公告，公司与宁德时代签订《战略合作协议》，进一步加深双方在新能源产业的合作，开展新能源汽车电池系统下箱体等深入合作,2022-12-11 16:40:26,002824.SZ,300750.SZ,yuncaijing,合作
易事特,东方集团,云财经讯，易事特（300376）12月11日晚间公告，广东恒锐拟将其持有的公司17.94%的股权协议转让给广物控股集团，自股份过户完成后，东方集团在未来五年内不可撤销地放弃持有公司的31.78%股份的表决权，东方集团支持广物控股集团在上市公司董事会中取得过半数席位，广物控股集团取得公司控制权,2022-12-11 16:39:10,300376.SZ,600811.SH,yuncaijing,未知Unknown
大烨智能,智慧能源,云财经讯，大烨智能（300670）12月11日晚间公告称，全资子公司大烨智慧能源自研的部分户用储能电池产品已通过IEC62619/CE/UN38.3等认证，三相混合逆变器也已经通过IEC62109/EN50549/CE等认证,2022-12-11 16:29:47,300670.SZ,600869.SH,yuncaijing,上级
海螺水泥,华新水泥,云财经讯，截至发稿，中国建材涨5.17%、海螺水泥涨4.62%、华润水泥控股涨4.10%、华新水泥涨1.86%,2022-12-09 09:46:45,600585,600801.SH,yuncaijing,同涨
东方通,中国电信,云财经讯，东方通消息，近期，东方通中标2022年甘肃电信运营保障中心—告警处理子中心优化扩容项目，该项目的建设将提升运营保障中心—告警处理子中心系统支撑能力，提升数据共享水平，推进云网智慧化运营，推动云网运营高质量发展，同时也是东方通在中国电信新一代云网运营支撑系统领域的突破,2022-12-09 09:46:20,300379.SZ,601728,yuncaijing,供应
永兴材料,永兴特钢,云财经讯，①永兴材料：全资子公司江西永兴特钢新能源科技有限公司生产设施排查检修已完成，于2022年12月9日恢复生产,2022-12-09 08:15:27,002756.SZ,002756.SZ,yuncaijing,上级
*ST中安,*ST天马,云财经讯，*ST中安、*ST天马日前分别发布关于公司重整计划获得法院裁定批准的公告,2022-12-09 05:51:20,600654.SH,002122.SZ,yuncaijing,纠纷
上汽集团,长城汽车,目前，上汽集团、长城汽车、宝马等多家车企已在氢燃料电池领域提前布局,2022-12-09 05:32:41,600104.SH,601633.SH,yuncaijing,同行
万达电影,中国电影,数据显示，截至12月8日收盘，博纳影业当日上涨4.6%、万达电影上涨3.85%、中国电影上涨1.98%,2022-12-09 02:35:37,002739.SZ,600977.SH,yuncaijing,同涨
中金公司,中信建投,中金公司和中信建投国际为联席保荐人,2022-12-09 21:56:50,601995,601066.SH,yuncaijing,合作
中自科技,潍柴动力,云财经讯，中自科技（688737）12月9日晚间公告，公司的超低贵金属含量的天然气机动车尾气处理催化剂新产品，匹配潍柴动力天然气重卡发动机WP13NG道路国六b机型在中汽研天津检测中心顺利通过型式认证及环保耐久认证试验验证，并已在生态环境部的机动车环保网上进行了信息公开，成为潍柴动力的该机型及其系族扩展机型的配套产品,2022-12-09 21:55:10,688737,000338.SZ,yuncaijing,供应
锋尚文化,曲江文旅,云财经讯，锋尚文化（300860）12月9日晚间公告，公司于6月24日至12月7日通过集中竞价出售曲江文旅（600706）股票1039.86万股，成交均价10.91元/股，成交金额1.13亿元,2022-12-09 21:50:36,300860,600706.SH,yuncaijing,减持
海得控制,智慧能源,云财经讯，海得控制（002184）12月9日晚间公告，公司正在加大对储能系统业务的投资，公司拟与深圳海能投资科技合伙企业（有限合伙）等共同出资1.5亿元，设立控股子公司浙江海得智慧能源有限公司，主要从事新能源储能系统及配套产品的研发、生产、销售、系统集成服务；新能源项目的投资、建设、运营等,2022-12-09 21:27:00,002184.SZ,600869.SH,yuncaijing,合作
南国置业,中国电建,云财经讯，南国置业（002305）12月9日晚间公告，根据公司整体经营计划和资金需求情况，公司董事会提请股东大会审批自股东大会通过之日起，至2022年度股东大会召开日止，增加公司及其控股子公司获取公司控股股东中国电建地产集团股东借款余额不超过20亿元,2022-12-09 20:53:12,002305.SZ,601669.SH,yuncaijing,被增持
长盈精密,宁德时代,云财经讯，长盈精密公告，与宁德时代签订战略合作协议，进一步加深双方在模组，电池Pack包结构件的合作，加强电池包箱体、挤出端侧板、钢轧带、水冷板、BUSBAR（巴片）、CCS（电芯连接系统）等其他产品或者项目的合作,2022-12-09 17:45:42,300115.SZ,300750.SZ,yuncaijing,合作
中国电建,上海电力,云财经讯，中国电建（601669）12月9日晚间公告，近日，公司及上海电力建设有限责任公司按照70%：30%的比例组成联合体，与阿根廷经济部能源秘书处签订阿根廷国家主干天然气管道系统EPC项目合同，合同金额19.05亿美元，折合人民币约136.21亿元，项目总工期42个月,2022-12-09 17:40:08,601669.SH,600021.SH,yuncaijing,合作
祥鑫科技,宁德时代,云财经讯，祥鑫科技（002965）12月9日晚间公告，公司12月8日与宁德时代签订战略合作协议,2022-12-09 17:18:29,002965.SZ,300750.SZ,yuncaijing,合作
国泰君安,东方证券,其中包括国泰君安证券-证券行业数字人民币的创新应用、东方证券-数字人民币创新应用试点项目等,2022-12-08 11:55:47,601211.SH,600958.SH,yuncaijing,同行
中天科技,天合光能,云财经讯，继中天科技因涉嫌“忽悠式分拆”引发质疑后，日前天合光能也因为分拆上市事项引发巨大争议，目前仍未平息,2022-12-08 07:13:50,600522.SH,688599,yuncaijing,同行
桂林旅游,曲江文旅,免税概念、零售概念涨幅居前，旅游板块午后拉升，桂林旅游、曲江文旅涨停,2022-12-08 05:29:30,000978.SZ,600706.SH,yuncaijing,同涨
杉杉股份,新亚制程,云财经讯，杉杉股份（600884）12月8日晚间公告，为进一步聚焦核心主业发展，公司全资子公司宁波甬湶投资有限公司拟将所持杉杉新材料（衢州）有限公司（简称“衢州杉杉”）51%的股权，转让给新亚制程（002388）或其指定的下属控股子公司，交易价7.04亿元,2022-12-08 20:36:49,600884.SH,002388.SZ,yuncaijing,上级
杉杉股份,新亚制程,云财经讯，杉杉股份公告，全资子公司甬湶投资将其所持衢州杉杉51%的股权转让予新亚制程，交易价格为7.04亿元,2022-12-08 19:50:20,600884.SH,002388.SZ,yuncaijing,上级
胜利精密,东威科技,云财经讯，胜利精密（002426）12月8日晚间公告，公司和东威科技（688700）当日签订战略合作框架协议,2022-12-08 19:27:39,002426.SZ,688700,yuncaijing,合作
东威科技,胜利精密,东威科技可使用胜利精密已购设备进行改造、升级、调试等测试验证,2022-12-08 19:27:39,688700,002426.SZ,yuncaijing,供应
东威科技,胜利精密,云财经讯，东威科技公告，与胜利精密签订战略合作框架协议，双方对新型高速高效水平夹持式复合铜箔电镀设备（两套夹持系统及12镀铜槽，设计生产速度20米/分钟，保底15米/分钟）进行方案评估与开发合作，胜利精密以2023年上半年10台、下半年30台的订单锁定公司上述设备产能,2022-12-08 18:53:00,688700,002426.SZ,yuncaijing,合作
中油资本,中国石油,云财经讯，中油资本（000617）12月8日晚间公告，公司全资子公司中国石油集团资本有限责任公司拟与公司控股股东中石油集团签署《股权转让协议》，以3.23亿元购买中石油集团持有的银河基金管理有限公司12.5%的股权,2022-12-08 17:53:03,000617.SZ,601857,yuncaijing,上级
宗申动力,中信证券,云财经讯，宗申动力（001696）12月8日晚间公告，公司参股子公司美心翼申（873833）筹备公开发行股票并在北交所上市，美心翼申拟与中信证券、大和证券签署辅导协议，并拟于近期向重庆证监局申请辅导备案,2022-12-08 16:36:23,001696.SZ,600030.SH,yuncaijing,合作
九州通,东方生物,云财经讯，九州通（600998）在互动平台表示，目前公司抗原检测产品销售增长较快的主要有东方生物、生之源等厂家产品，其中12月第一周（1-7日）销售额环比上一周增长较快，东方生物产品环比增速达291%，生之源产品环比增速达3031%,2022-12-08 14:10:00,600998,688298,yuncaijing,同行
新华制药,复星医药,截至发稿时，山东新华制药股份（00719.HK）涨超10%，复星医药（02196.HK）涨超7%，三生制药（01530.HK）涨超4%,2022-12-08 13:31:04,000756.SZ,600196.SH,yuncaijing,同涨
泰林生物,东方生物,云财经讯，抗原检测股盘中大幅拉升，济民医疗午后开盘秒板，毅昌科技、亚辉龙、泰林生物、优宁维、东方生物等纷纷冲高,2022-12-08 13:03:22,300813,688298,yuncaijing,同涨
昭衍新药,泰格医药,云财经讯，截至发稿，昭衍新药涨5.57%、维亚生物涨4.26%、泰格医药涨3.57%、方达控股涨3.03%,2022-12-07 10:01:27,603127.SH,300347.SZ,yuncaijing,同涨
中信重工,洛阳钼业,企查查股权穿透显示，该公司由中信重工（601608）、洛阳钼业（603993）等共同持股,2022-12-07 09:22:40,601608.SH,603993.SH,yuncaijing,合作
航天信息,中油资本,云财经讯，航天信息（600271）12月7日晚间公告，公司拟通过集合竞价、大宗交易等方式，减持中油资本股票，减持数量2.46亿股,2022-12-07 21:15:07,600271.SH,000617.SZ,yuncaijing,减持
天邑股份,中国电信,云财经讯，天邑股份（300504）12月7日晚间公告，近日，公司收到中选通知书，确定公司为中国电信天翼网关4.0（无频无语音及无频型）集中采购项目（2022年度）遴选（第一次）项目中选人，预计合计中选金额2.14亿元（不含税）,2022-12-07 20:11:44,300504.SZ,601728,yuncaijing,供应
华贸物流,和而泰,云财经讯，华贸物流公告，与和而泰签订战略合作协议，在国际空海铁运输，跨境物流，仓储陆运等领域开展合作，加强交流协作,2022-12-07 17:50:35,603128.SH,002402.SZ,yuncaijing,合作
天山股份,冀东水泥,云财经讯，天山股份（000877）12月7日晚间公告，公司拟与冀东水泥（000401）共同投资设立辽宁金中水泥集团有限公司,2022-12-07 16:11:10,000877.SZ,000401.SZ,yuncaijing,合作
天山股份,冀东水泥,合资公司注册资本18亿元，天山股份与冀东水泥以现金方式各自认缴出资9亿元，分别持有合资公司50%的股权,2022-12-07 16:11:10,000877.SZ,000401.SZ,yuncaijing,合作
中国国航,东方航空,截至发稿时，中国国航（00753.HK）涨超12%，中国东方航空（00670.HK）涨超12%,2022-12-07 13:41:09,601111.SH,600115.SH,yuncaijing,同涨
招商轮船,海油发展,除了招商轮船，海油发展也刚刚收获大单,2022-12-06 07:07:20,601872.SH,600968.SH,yuncaijing,同行
长城汽车,比亚迪,近期，长城汽车、比亚迪等自主品牌频频拓展海外市场，新能源汽车出口量快速增长,2022-12-06 06:51:14,601633.SH,002594.SZ,yuncaijing,同行
天齐锂业,当升科技,此外，天齐锂业、当升科技等锂电产业链企业纷纷宣布加码扩产,2022-12-06 06:18:19,002466.SZ,300073.SZ,yuncaijing,同行
华海药业,浙商证券,云财经讯，华海药业（600521）12月6日晚间公告，当日，控股子公司长兴制药向中国证监会浙江监管局提交了向不特定合格投资者公开发行股票并在北交所上市辅导备案材料，辅导机构为浙商证券,2022-12-06 22:12:00,600521.SH,601878.SH,yuncaijing,上级
新湖中宝,宏华数科,云财经讯，新湖中宝（600208）12月6日晚间公告，公司控股子公司新湖智脑拟在未来6个月内，减持所持宏华数科（688789）股份，减持数量不超过228万股（占宏华数科当前总股本的3%）,2022-12-06 22:06:52,600208.SH,688789,yuncaijing,减持
中信特钢,上海电气,云财经讯，中信特钢（000708）12月6日晚间公告，公司拟指定全资子公司之一作为意向受让方，参与竞购上海电气集团钢管有限公司（简称“上电钢管”）60%股权，挂牌底价为19.08亿元,2022-12-06 20:10:33,000708.SZ,601727.SH,yuncaijing,未知Unknown
中自科技,长安汽车,云财经讯，中自科技（688737）在投资者关系活动记录表中披露，公司今年取得长安汽车公司多个定点通知函，成功进入乘用车催化剂体系,2022-12-06 20:00:03,688737,000625.SZ,yuncaijing,供应
中信特钢,上海电气,云财经讯，中信特钢公告，子公司参与竞买上海电气集团钢管有限公司60%股权，挂牌底价为19.08亿元,2022-12-06 19:54:16,000708.SZ,601727.SH,yuncaijing,上级
交大昂立,大众交通,云财经讯，交大昂立公告，股东大众交通及一致行动人拟减持公司股份合计不超过公司总股本的4%,2022-12-06 17:14:56,600530.SH,600611.SH,yuncaijing,被减持
万华化学,天合光能,云财经讯，万华化学官微发布，万华化学携手国能集团、天合光能等在山东省潍坊市建设1260MWp的海上光伏发电项目,2022-12-06 16:45:10,600309.SH,688599,yuncaijing,合作
合力泰,闻泰科技,云财经讯，天德钰（688252）在互动平台表示，目前已与BOE、群创光电、华星光电、合力泰、国显科技、星源电子、华勤通讯、闻泰科技、龙旗通讯等知名下游企业建立了稳定的合作关系，产品已广泛应用于华为、小米、三星、OPPO、VIVO、传音等手机品牌以及亚马逊、谷歌、百度等平板/智能音箱客户；360、小天才等智能穿戴客户,2022-12-05 08:51:23,002217.SZ,600745.SH,yuncaijing,合作
福田汽车,宁德时代,云财经讯，福田汽车（600166）12月5日晚间公告，公司拟与宁德时代共同出资成立福田时代新能源科技有限公司，开展新能源电池经营性租赁业务，共同开拓新能源场景运营市场，提升公司新能源业务的市场竞争力,2022-12-05 18:54:24,600166.SH,300750.SZ,yuncaijing,合作
德才股份,中国建筑,云财经讯，德才股份（605287）12月5日晚间公告，公司下属子公司青岛中建联合集团有限公司和中国建筑第八工程局有限公司联合体预中标“中韩街道李家下庄社区村庄改造安置区建设项目（控规编号LS0602-010地块）1标段”，预中标金额5.95亿元,2022-12-05 17:42:46,605287,601668,yuncaijing,合作
康跃科技,珍宝岛,云财经讯，康跃科技公告，与珍宝岛签署《战略框架合作协议》，珍宝岛增加防疫类、抗病毒类中药材贮存，顺畅流通渠道，确保公司所需抗疫药材的常年稳定供应，双方合作金额不低于11亿元,2022-12-05 15:45:29,300391.SZ,603567.SH,yuncaijing,合作
天奇股份,上海钢联,云财经讯，据天奇股份消息，近日，天奇股份控股子公司湖北力帝机床股份有限公司与上海钢联电子商务股份有限公司举行合作签约仪式,2022-12-05 15:20:12,002009.SZ,300226.SZ,yuncaijing,合作
宁德时代,比亚迪,厂商排名方面，两家中国的厂商宁德时代和比亚迪领跑了整个动力电池行业，装机量分别达到了18.1GWh和7.8GWh，占据的市场份额分别达到了37.6%和16.2%,2022-12-05 12:56:46,300750.SZ,002594.SZ,yuncaijing,同行
中金公司,中信证券,摩根大通、中金公司和中信证券为联席保荐人,2022-12-04 20:08:01,601995,600030.SH,yuncaijing,未知Unknown
